start_idx,end_idx,regime,return,bh_return,difference,num_trades,win_rate,sharpe,max_dd,liquidations,final_capital,avg_position_size
0,1440,Sideways,16.202823721553358,2.270613143709525,13.932210577843833,19,63.1578947368421,11.12824501814247,2.1121515110762985,0,11620.282372155336,55.88064026989436
1440,2880,Sideways,17.102391937354007,-2.0224330193216757,19.12482495667568,21,80.95238095238095,7.6535716530434055,5.255370043440689,0,11710.2391937354,57.376162265028285
2880,4320,Sideways,33.85680022947619,-0.5914351004940368,34.44823532997023,33,63.63636363636363,10.728870399240142,3.1672298258808613,0,13385.68002294762,56.77678903214859
4320,5760,Bear,25.217474978844002,-4.493761894214929,29.71123687305893,33,63.63636363636363,8.546688745007314,5.282381634073512,0,12521.7474978844,57.9535321972587
5760,7200,Bear,8.157303761152926,-3.5276730419637223,11.684976803116648,17,47.05882352941176,6.850852890879721,4.451208601210129,0,10815.730376115293,58.023188070339316
7200,8640,Sideways,19.084540731663253,2.1740653023939758,16.910475429269276,22,59.09090909090909,10.594564045194835,2.904918795461756,0,11908.454073166326,56.41030829332093
8640,10080,Bull,16.540643498883384,3.882065420730484,12.6585780781529,14,92.85714285714286,23.894112943548585,0.8237682649453593,0,11654.064349888338,55.445496145103654
10080,11520,Sideways,11.541031387616131,1.8614519495474038,9.679579438068728,9,88.88888888888889,27.60304606715154,0.6648440310153244,0,11154.103138761613,55.954822454187614
11520,12960,Sideways,4.158525479940999,-1.1782215588216938,5.3367470387626925,8,50.0,8.277558529346562,0.9525689285322577,0,10415.8525479941,55.348560756072416
12960,14400,Bear,17.579607888190257,-5.201186834529879,22.780794722720135,27,59.25925925925925,8.57898203260239,2.5102239450271844,0,11757.960788819026,57.05926639503903
14400,15840,Bull,11.710016349438757,7.248375460768837,4.46164088866992,13,61.53846153846154,11.47116212797396,1.4839040756177506,0,11171.001634943876,56.124913619114814
