window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,48,24,24,0.2995859368439911,-3.6928943183324554,50.0,9630.710568166754,71.15768
1,43,21,22,0.372153312145191,-0.9239347975709825,55.81395348837209,9907.606520242902,70.23758
2,42,22,20,0.44513025512012155,0.9525517138710893,52.38095238095239,10095.255171387109,68.26628
3,45,23,22,0.3449105165092544,-1.6717955295584397,44.44444444444444,9832.820447044156,68.5614
4,43,22,21,0.20447369907332455,-6.809750034501468,41.86046511627907,9319.024996549853,68.16089
5,52,27,25,0.06872716155589495,-11.670463371440256,40.38461538461539,8832.953662855974,68.85756
6,58,30,28,0.14620016531980862,-11.734343364365142,37.93103448275862,8826.565663563486,68.844986
7,51,27,24,0.23997632486231382,-7.258553257892817,43.13725490196079,9274.144674210718,69.27218
8,41,24,17,0.24521279249266223,-6.028746483945143,41.46341463414634,9397.125351605486,69.604866
9,48,28,20,0.056129698165145445,-12.21960030990671,33.33333333333333,8778.039969009329,69.349304
10,49,30,19,-0.07329025548017121,-16.43988216186517,28.57142857142857,8356.011783813483,69.6827
11,54,31,23,-0.26336672961919827,-22.242468600450955,24.074074074074073,7775.753139954904,69.664024
12,59,31,28,-0.16816821866504877,-20.466880424147575,22.033898305084744,7953.311957585242,68.649796
13,66,34,32,-0.02228104926218791,-17.590280348587275,24.242424242424242,8240.971965141272,69.05824
14,59,29,30,0.1285685981143166,-10.58837831055771,28.8135593220339,8941.162168944229,68.46392
15,54,25,29,0.2905389544237451,-2.720270272049638,33.33333333333333,9727.972972795036,66.551674
16,52,25,27,0.3505545939564113,0.042576673703624696,36.53846153846153,10004.257667370362,66.35656
17,50,25,25,0.4390063188537343,3.027228941959838,46.0,10302.722894195984,67.20497
18,53,27,26,0.2613381026973899,-3.864688429594553,50.943396226415096,9613.531157040545,67.267456
19,49,26,23,0.44670637754537157,3.6204229239014967,51.02040816326531,10362.04229239015,68.09789
20,49,24,25,0.3705594432655424,-0.004190077839011792,48.97959183673469,9999.580992216099,69.177155
21,46,23,23,0.36405319526317537,-0.3206305350793445,47.82608695652174,9967.936946492066,69.13993
22,44,21,23,0.33227572034935327,-1.3766081683708216,43.18181818181818,9862.339183162918,68.32571
23,40,18,22,0.7179915375087118,9.005240178049098,40.0,10900.52401780491,68.26983
24,47,20,27,0.3518930163856431,-2.2676610056679056,34.04255319148936,9773.23389943321,67.66206
25,51,22,29,0.3872321089540471,-0.7878934508329984,37.254901960784316,9921.2106549167,66.90398
26,46,21,25,0.8273279140333649,12.87080715964317,34.78260869565217,11287.080715964317,67.25418
27,46,20,26,0.790851985932828,12.027512662122009,34.78260869565217,11202.7512662122,66.94551
28,48,21,27,0.56663082670804,4.336384071252669,35.41666666666667,10433.638407125267,67.259
29,39,18,21,0.6692502820370694,6.446657649275058,38.46153846153847,10644.665764927506,67.44359
30,26,11,15,1.60544976907035,23.130518671993684,50.0,12313.051867199369,66.1817
31,39,16,23,0.4139598995952013,-0.650529376188515,38.46153846153847,9934.947062381148,65.49452
32,44,21,23,0.24903598369660612,-4.332106478610495,34.090909090909086,9566.78935213895,66.21706
33,55,24,31,-0.08295692030297819,-16.723100167353277,23.636363636363637,8327.689983264672,66.14155
34,66,30,36,-0.2381889208367102,-25.13917110982835,24.242424242424242,7486.082889017165,66.530594
35,74,35,39,-0.01752978487582957,-18.692243337017654,22.972972972972975,8130.775666298235,65.66296
36,76,36,40,-0.14432057314177923,-24.128201830519938,22.36842105263158,7587.179816948006,65.62252
37,77,36,41,-0.2403459604734694,-28.998005328853232,22.07792207792208,7100.199467114677,66.52387
38,70,35,35,0.006228543112938503,-16.496223953331846,28.57142857142857,8350.377604666815,66.54455
39,68,34,34,-0.21947590445414894,-23.60787590696716,29.411764705882355,7639.212409303284,66.09507
40,70,37,33,-0.20945202476455393,-24.616912952928832,30.0,7538.308704707117,66.89834
41,64,34,30,-0.12213070490880146,-20.80617199027164,37.5,7919.382800972836,67.83827
42,56,29,27,0.058929787932424496,-12.119974674493497,39.285714285714285,8788.00253255065,68.05495
43,47,24,23,0.16966331963934853,-7.7528310588196465,46.808510638297875,9224.716894118035,68.11369
44,48,25,23,0.3380948866244793,-3.335559688720259,47.91666666666667,9666.444031127974,68.20073
45,45,23,22,0.4850377192943166,1.1508613794556732,53.333333333333336,10115.086137945567,70.07091
46,48,25,23,0.5019624949947813,2.5955919972513763,52.083333333333336,10259.559199725138,69.0782
47,56,28,28,0.39313763451181194,-1.107512624465835,50.0,9889.248737553417,68.23386
48,56,28,28,0.49416567142047657,3.050811467087842,50.0,10305.081146708784,67.42273
49,52,26,26,0.3978093632445126,-0.20946536911071234,48.07692307692308,9979.053463088929,66.32362
50,45,23,22,0.310310619771782,-3.0604736295682597,48.888888888888886,9693.952637043174,65.76708
51,42,24,18,0.35247566299295047,-1.328547021353752,47.61904761904761,9867.145297864625,65.26425
52,34,21,13,0.6669448673190855,7.110251281223463,55.88235294117647,10711.025128122346,65.945076
53,40,23,17,0.5025555363583784,4.23751422728521,55.00000000000001,10423.751422728521,66.432915
54,47,25,22,0.17582826919157055,-5.947665064896155,44.680851063829785,9405.233493510385,68.03293
55,53,28,25,0.12612096299879544,-8.18004521228575,39.62264150943396,9181.995478771425,66.5368
56,55,29,26,0.11330594684875547,-8.738001835275282,38.18181818181819,9126.199816472472,66.02363
57,57,30,27,0.051151783276356826,-12.673965748700395,36.84210526315789,8732.60342512996,64.35436
58,56,30,26,0.02412034852237987,-14.115747196730192,35.714285714285715,8588.425280326981,63.68509
59,54,29,25,0.18159975612263435,-7.626021854248738,40.74074074074074,9237.397814575126,61.65546
60,56,31,25,0.1785564413072946,-9.10452943960925,39.285714285714285,9089.547056039075,61.9041
61,58,31,27,0.05897476697616067,-13.109514702990873,37.93103448275862,8689.048529700913,63.024418
62,65,33,32,-0.005391354281680314,-16.57829634257594,36.92307692307693,8342.170365742406,63.244873
63,59,30,29,-0.08994821719242256,-17.344262885858644,35.59322033898305,8265.573711414136,63.848286
64,48,25,23,-0.02763397373070349,-12.440290501225517,35.41666666666667,8755.970949877448,63.475185
65,44,21,23,-0.4291753695573449,-20.39659845089297,34.090909090909086,7960.340154910703,63.816452
66,47,23,24,-0.48112047561607196,-23.1667719410491,25.53191489361702,7683.32280589509,65.106804
