stop_loss_pct,max_hold_hours,avg_window_return,avg_trades_per_window,avg_win_rate,sharpe_ratio,num_windows
-2.0,4.0,13.724018520850144,27.067307692307693,59.488662524074584,9.018375128206763,104
-2.0,6.0,13.43143009298321,26.951923076923077,59.60349502762768,8.922450061684412,104
-2.0,8.0,13.439675153523533,26.817307692307693,59.57509160867201,8.95044838233036,104
-2.0,10.0,13.453217815623825,26.798076923076923,59.25653323068014,8.945492259402153,104
-2.0,12.0,13.429887350218205,26.798076923076923,59.386354229543784,8.933539437746369,104
-2.5,4.0,13.882471300985816,26.403846153846153,60.10850173051507,9.215109185165241,104
-2.5,6.0,14.082199889190065,26.21153846153846,60.84996226458106,9.251243195847366,104
-2.5,8.0,14.126027418940668,26.076923076923077,60.84472913279195,9.287782466984044,104
-2.5,10.0,14.057972912856341,26.048076923076923,60.3526364042594,9.271247808806278,104
-2.5,12.0,14.033974921950808,26.048076923076923,60.480490840868306,9.259994794047659,104
-3.0000000000000004,4.0,13.913592131373631,26.096153846153847,60.59871318058759,9.258639956015756,104
-3.0000000000000004,6.0,14.081145840474907,25.903846153846153,61.407858122241564,9.253686347206925,104
-3.0000000000000004,8.0,14.145594301224273,25.76923076923077,61.407897508233006,9.308009961685377,104
-3.0000000000000004,10.0,14.076144653941027,25.740384615384617,60.917447469587614,9.293609890019308,104
-3.0000000000000004,12.0,14.05286529092772,25.740384615384617,61.04312031014085,9.281598653175108,104
-3.5000000000000004,4.0,13.790971851355199,25.740384615384617,61.00996528871619,9.327307925287759,104
-3.5000000000000004,6.0,14.0138509347272,25.53846153846154,61.85512058330766,9.38326627665826,104
-3.5000000000000004,8.0,14.023549741414099,25.403846153846153,61.861339857666934,9.403409842251143,104
-3.5000000000000004,10.0,13.931668989370026,25.375,61.392483179486206,9.384431592751893,104
-3.5000000000000004,12.0,13.909059351607842,25.375,61.492580731506834,9.371535328201118,104
-4.000000000000001,4.0,12.721743988284434,25.692307692307693,60.9729732758352,10.583037316421931,104
-4.000000000000001,6.0,13.051812678610805,25.442307692307693,62.135967263348796,10.74700767661241,104
-4.000000000000001,8.0,13.145826953035217,25.384615384615383,62.14582963374248,10.849345799581382,104
-4.000000000000001,10.0,13.054159495012653,25.35576923076923,61.65069043431955,10.818170210490242,104
-4.000000000000001,12.0,12.925995249013965,25.307692307692307,61.7022434776159,10.712005475022307,104
-4.500000000000001,4.0,13.01608878843072,25.442307692307693,61.173660288459246,10.772393271694122,104
-4.500000000000001,6.0,13.35754123901749,25.25,62.40301273081094,10.947102295912488,104
-4.500000000000001,8.0,13.427932526561486,25.192307692307693,62.41287510120462,11.031552816148764,104
-4.500000000000001,10.0,13.346214203780116,25.16346153846154,61.91532351454835,11.00124925336481,104
-4.500000000000001,12.0,12.952353964141187,25.115384615384617,61.96564381622735,10.83560711947451,104
-5.0,4.0,13.104225545969399,25.432692307692307,61.18831788695831,10.752696318157613,104
-5.0,6.0,13.415421239714236,25.23076923076923,62.40807345955588,10.942972024917147,104
-5.0,8.0,13.537501248752289,25.08653846153846,62.39282465091457,11.059453026668777,104
-5.0,10.0,13.339413233959222,25.096153846153847,62.085213027284105,10.945477553343679,104
-5.0,12.0,13.051049547549951,25.028846153846153,62.2239671988065,10.876545429648624,104
-5.500000000000001,4.0,13.268008413907125,25.41346153846154,61.27000956925975,10.733514073742542,104
-5.500000000000001,6.0,13.586100996452277,25.21153846153846,62.4923198633873,10.905747907404463,104
-5.500000000000001,8.0,13.564238350301595,25.08653846153846,62.39282465091457,10.92553573606228,104
-5.500000000000001,10.0,13.328411148704216,25.096153846153847,62.085213027284105,10.781335503316155,104
-5.500000000000001,12.0,13.104038902977969,24.951923076923077,62.47960309462458,10.767602910287517,104
-6.000000000000001,4.0,13.246046356417647,25.41346153846154,61.27000956925975,10.765819566228567,104
-6.000000000000001,6.0,13.600671331610771,25.21153846153846,62.4923198633873,10.892322098721188,104
-6.000000000000001,8.0,13.546797037149604,25.067307692307693,62.376749075628474,10.891898642706227,104
-6.000000000000001,10.0,13.309555349713673,25.028846153846153,62.02092511886664,10.745650516616328,104
-6.000000000000001,12.0,13.074926032606758,24.884615384615383,62.415833984802845,10.724818529554724,104
