strategy,avg_return_pct,std_return,sharpe_ratio,win_rate,avg_trades,windows
combined,14.17032913297022,14.66561437054507,0.966228128937469,67.09370872233505,36.4,100
take_profit,13.46730665590389,14.408287671103283,0.9346916832395991,62.50602197266316,39.11,100
dynamic_threshold,14.231720093288208,15.511706713662823,0.9174825411540825,64.3463611005264,32.1,100
baseline,13.925052940635625,15.504049405363038,0.8981558673193328,60.005589815951396,35.33,100
