entry_time,exit_time,side,entry_price,exit_price,position_size_pct,pnl_pct,pnl_usd,exit_reason,hold_time
2025-10-20 00:20:00,2025-10-20 10:20:00,LONG,107677.9,110877.3,0.95,11.88507576763666,1129.0821979254827,MAX_HOLD,120
2025-10-20 14:45:00,2025-10-20 17:35:00,SHORT,111207.0,109917.3,0.8452666401863098,4.6389166149612775,436.38483050109164,ML_EXIT,34
2025-10-20 18:35:00,2025-10-21 01:15:00,SHORT,110686.8,110100.2,0.78244948387146,2.11985530343277,191.83405242899562,ML_EXIT,80
2025-10-21 04:35:00,2025-10-21 14:35:00,LONG,107891.4,109919.9,0.95,7.52052526892783,840.0002587931848,MAX_HOLD,120
2025-10-21 14:35:00,2025-10-21 16:20:00,LONG,109919.9,113645.5,0.95,13.557508694967904,1622.486213231479,ML_EXIT,21
2025-10-21 16:20:00,2025-10-22 00:20:00,SHORT,113645.5,108199.4,0.95,19.168730834040964,2589.465161124869,ML_EXIT,96
2025-10-22 01:50:00,2025-10-22 07:10:00,SHORT,108242.0,107571.2,0.8948559761047363,2.4788898948652203,372.87115361261334,ML_EXIT,64
2025-10-22 13:10:00,2025-10-22 14:20:00,SHORT,108277.6,107698.1,0.95,2.1407936636940605,349.4421280937237,ML_EXIT,14
2025-10-22 14:50:00,2025-10-22 15:25:00,SHORT,108109.3,107865.5,0.8972583413124084,0.9020500548981556,141.89557511738965,ML_EXIT,7
2025-10-22 15:30:00,2025-10-22 17:50:00,SHORT,108120.0,107621.2,0.95,1.8453570107288306,309.83153902896777,ML_EXIT,28
2025-10-22 18:00:00,2025-10-22 18:05:00,SHORT,107843.0,107771.0,0.95,0.26705488534258137,45.623999655583525,ML_EXIT,1
2025-10-22 18:20:00,2025-10-22 21:15:00,SHORT,107988.6,107133.7,0.95,3.1666305517434568,542.3637374714364,ML_EXIT,35
2025-10-22 21:15:00,2025-10-23 07:15:00,LONG,107133.7,109715.7,0.95,9.640290590169107,1700.8091679674678,MAX_HOLD,120
