start_idx,end_idx,regime,return,bh_return,difference,num_trades,win_rate,sharpe,max_dd,liquidations,final_capital,avg_position_size
0,1440,Sideways,13.620282603209361,2.270613143709525,11.349669459499836,16,68.75,12.67370993683201,1.140807031876171,0,11362.028260320936,56.03686300292612
1440,2880,Sideways,10.663758807092744,-2.0224330193216757,12.68619182641442,19,73.68421052631578,6.404368711530944,4.275866789857298,0,11066.375880709274,57.20445524077667
2880,4320,Sideways,23.523964955425928,-0.5914351004940368,24.115400055919963,29,62.06896551724138,9.9756292972768,2.6600908000696633,0,12352.396495542593,56.39641227290549
4320,5760,Bear,19.053365748042342,-4.493761894214929,23.547127642257273,27,62.96296296296296,8.378987090668996,4.239904934058657,0,11905.336574804234,57.231916546269716
5760,7200,Bear,6.639949049618245,-3.5276730419637223,10.167622091581968,15,53.333333333333336,6.769547598682263,2.677216219218926,0,10663.994904961824,58.49842872222265
7200,8640,Sideways,16.514284406476236,2.1740653023939758,14.34021910408226,19,63.1578947368421,10.222551725039423,2.7217019516849277,0,11651.428440647624,56.15272145365415
8640,10080,Bull,10.383287329981922,3.882065420730484,6.501221909251438,12,91.66666666666666,23.914187460061527,0.0682899571600831,0,11038.328732998192,55.73468579848608
10080,11520,Sideways,7.968698630058825,1.8614519495474038,6.107246680511421,9,77.77777777777779,15.962309699264903,0.734781759708572,0,10796.869863005883,55.9149097469118
11520,12960,Sideways,3.3329581100541144,-1.1782215588216938,4.511179668875808,7,42.857142857142854,7.550092891456239,0.7620551428258066,0,10333.295811005411,55.42888443597727
12960,14400,Bear,10.602695833727084,-5.201186834529879,15.803882668256964,19,52.63157894736842,7.764880514920836,2.930971340188124,0,11060.269583372708,56.488869442751536
14400,15840,Bull,10.35764269987445,7.248375460768837,3.1092672391056135,13,61.53846153846154,11.339907462686698,1.3256436893441657,0,11035.764269987445,56.06302313621229
