exit_threshold,total_trades,win_rate,avg_return,ml_exit_pct,avg_hold,final_balance,wr_score,ml_score,hold_score,composite_score
0.15,712,49.859550561797754,251.5184434925307,87.07865168539325,21.23314606741573,513036.88698506146,0.6877179387834172,1.0884831460674156,0.9623314606741573,0.9304080782642385
0.1,1508,44.36339522546419,110.6145942227322,94.03183023872678,9.808355437665783,231229.18844546436,0.611908899661575,1.1753978779840848,0.8480835543766578,0.9081568874051038
0.2,287,73.17073170731707,535.0002137490831,64.80836236933798,54.745644599303134,1080000.427498166,1.0092514718250631,0.8101045296167249,0.7025435540069687,0.8375803195962995
0.25,243,75.7201646090535,643.7882544874656,51.85185185185185,68.46913580246914,1297576.5089749312,1.0444160635731516,0.6481481481481481,0.5653086419753086,0.7421766709237974
0.3,146,81.5068493150685,405.94060599885614,0.0,116.3013698630137,821881.2119977123,1.1242324043457723,0.0,0.08698630136986296,0.36336561171469056
0.35,146,81.5068493150685,405.94060599885614,0.0,116.3013698630137,821881.2119977123,1.1242324043457723,0.0,0.08698630136986296,0.36336561171469056
0.4,146,81.5068493150685,405.94060599885614,0.0,116.3013698630137,821881.2119977123,1.1242324043457723,0.0,0.08698630136986296,0.36336561171469056
0.45,146,81.5068493150685,405.94060599885614,0.0,116.3013698630137,821881.2119977123,1.1242324043457723,0.0,0.08698630136986296,0.36336561171469056
0.5,146,81.5068493150685,405.94060599885614,0.0,116.3013698630137,821881.2119977123,1.1242324043457723,0.0,0.08698630136986296,0.36336561171469056
