timestamp,open,high,low,close,volume
2025-10-25 10:05:00,111475.2,111475.2,111368.4,111411.3,38.1926
2025-10-25 10:10:00,111411.1,111450.0,111337.0,111389.4,25.5742
2025-10-25 10:15:00,111389.4,111473.1,111365.0,111467.8,33.0901
2025-10-25 10:20:00,111468.0,111547.3,111460.1,111547.1,27.4153
2025-10-25 10:25:00,111547.3,111547.3,111450.0,111457.4,17.7602
2025-10-25 10:30:00,111457.6,111517.0,111408.1,111489.9,24.3089
2025-10-25 10:35:00,111489.9,111636.0,111467.2,111609.8,17.9365
2025-10-25 10:40:00,111610.0,111671.8,111589.0,111640.2,17.6351
2025-10-25 10:45:00,111640.0,111680.0,111570.0,111582.5,35.2477
2025-10-25 10:50:00,111582.3,111643.4,111532.0,111544.9,10.4312
2025-10-25 10:55:00,111544.9,111573.7,111517.1,111519.1,9.052
2025-10-25 11:00:00,111517.4,111579.8,111428.0,111557.2,79.2767
2025-10-25 11:05:00,111557.2,111587.5,111500.0,111516.2,4.3916
2025-10-25 11:10:00,111516.4,111550.0,111500.0,111500.2,5.7795
2025-10-25 11:15:00,111500.0,111559.0,111475.5,111550.1,4.5673
2025-10-25 11:20:00,111550.1,111601.5,111520.3,111572.6,21.7943
2025-10-25 11:25:00,111572.4,111601.4,111553.5,111594.2,8.1255
2025-10-25 11:30:00,111594.2,111614.7,111547.0,111582.7,13.5792
2025-10-25 11:35:00,111582.7,111616.1,111571.0,111581.5,11.16
2025-10-25 11:40:00,111581.7,111604.3,111519.0,111540.0,7.7801
2025-10-25 11:45:00,111540.0,111606.0,111519.9,111605.8,5.8583
2025-10-25 11:50:00,111605.8,111632.1,111527.6,111533.8,8.5338
2025-10-25 11:55:00,111533.6,111596.2,111510.8,111529.0,8.2221
2025-10-25 12:00:00,111529.0,111565.9,111481.0,111536.7,42.7774
2025-10-25 12:05:00,111536.7,111576.9,111482.8,111571.7,10.0678
2025-10-25 12:10:00,111571.5,111626.0,111524.0,111625.8,27.6416
2025-10-25 12:15:00,111626.0,111640.0,111595.1,111614.5,17.0971
2025-10-25 12:20:00,111614.5,111666.6,111614.5,111664.4,31.2208
2025-10-25 12:25:00,111664.4,111670.1,111632.0,111667.0,6.7511
2025-10-25 12:30:00,111667.0,111667.0,111596.2,111608.4,13.5291
2025-10-25 12:35:00,111608.2,111659.7,111605.5,111623.4,10.0225
2025-10-25 12:40:00,111623.4,111665.2,111623.2,111665.2,6.5587
2025-10-25 12:45:00,111665.2,111883.8,111653.4,111792.1,85.4517
2025-10-25 12:50:00,111792.3,111792.3,111656.3,111716.1,45.3732
2025-10-25 12:55:00,111713.8,111902.0,111705.2,111861.1,48.6768
2025-10-25 13:00:00,111865.7,111887.9,111754.1,111762.3,45.6047
2025-10-25 13:05:00,111762.3,111775.6,111700.0,111752.7,57.3418
2025-10-25 13:10:00,111752.7,111752.9,111707.0,111738.1,18.9211
2025-10-25 13:15:00,111738.1,111824.0,111718.3,111731.9,13.9351
2025-10-25 13:20:00,111732.1,111827.4,111719.3,111758.2,9.4754
2025-10-25 13:25:00,111758.2,111758.2,111625.4,111730.0,25.4002
2025-10-25 13:30:00,111730.0,111754.2,111680.0,111738.6,16.818
2025-10-25 13:35:00,111741.4,111759.2,111516.4,111648.6,89.8551
2025-10-25 13:40:00,111648.4,111648.6,111520.7,111520.7,23.4006
2025-10-25 13:45:00,111520.9,111573.5,111465.0,111509.4,40.7136
2025-10-25 13:50:00,111509.4,111590.0,111502.4,111590.0,13.0224
2025-10-25 13:55:00,111589.8,111649.3,111560.0,111632.7,7.7495
2025-10-25 14:00:00,111632.7,111692.4,111623.3,111692.4,10.3357
2025-10-25 14:05:00,111692.4,111730.7,111640.0,111649.6,9.7028
2025-10-25 14:10:00,111649.6,111693.7,111637.3,111688.9,6.8335
2025-10-25 14:15:00,111688.7,111698.0,111646.7,111650.0,24.2623
2025-10-25 14:20:00,111650.0,111681.0,111623.3,111652.0,9.0674
2025-10-25 14:25:00,111652.0,111665.7,111574.0,111590.0,13.1491
2025-10-25 14:30:00,111590.2,111591.6,111473.6,111495.4,30.671
2025-10-25 14:35:00,111495.6,111619.2,111495.4,111551.7,76.8255
2025-10-25 14:40:00,111551.9,111619.9,111534.7,111584.4,9.8191
2025-10-25 14:45:00,111584.6,111600.0,111539.7,111549.4,9.089
2025-10-25 14:50:00,111549.4,111566.0,111518.0,111522.2,14.2197
2025-10-25 14:55:00,111522.0,111545.6,111516.7,111545.0,5.9465
2025-10-25 15:00:00,111544.8,111545.0,111390.0,111427.2,52.2967
2025-10-25 15:05:00,111427.4,111493.0,111394.5,111397.9,16.4557
2025-10-25 15:10:00,111397.9,111438.3,111350.0,111379.1,48.1478
2025-10-25 15:15:00,111379.1,111422.4,111378.9,111410.8,13.2792
2025-10-25 15:20:00,111411.0,111415.0,111389.0,111412.9,10.1674
2025-10-25 15:25:00,111412.9,111457.0,111400.0,111429.3,11.4282
2025-10-25 15:30:00,111429.3,111432.0,111355.0,111380.2,18.7285
2025-10-25 15:35:00,111380.0,111458.4,111361.1,111458.4,62.7776
2025-10-25 15:40:00,111458.4,111493.0,111440.0,111449.6,8.8705
2025-10-25 15:45:00,111449.6,111493.0,111440.0,111449.8,7.1566
2025-10-25 15:50:00,111449.8,111471.8,111325.8,111332.9,25.7866
2025-10-25 15:55:00,111332.7,111354.5,111269.3,111340.4,71.8016
2025-10-25 16:00:00,111340.4,111401.9,111306.1,111346.7,16.8148
2025-10-25 16:05:00,111346.5,111360.0,111084.2,111178.7,227.7668
2025-10-25 16:10:00,111179.1,111201.7,111155.1,111201.7,38.3219
2025-10-25 16:15:00,111202.9,111245.0,111161.0,111231.3,15.1873
2025-10-25 16:20:00,111231.1,111260.0,111179.6,111199.7,11.588
2025-10-25 16:25:00,111199.5,111227.2,111174.7,111175.2,9.1661
2025-10-25 16:30:00,111175.0,111237.8,111175.0,111220.6,15.1466
2025-10-25 16:35:00,111220.4,111240.0,111201.0,111221.2,6.3222
2025-10-25 16:40:00,111221.0,111240.0,111208.6,111227.1,7.0303
2025-10-25 16:45:00,111227.1,111383.5,111220.0,111383.3,17.1755
2025-10-25 16:50:00,111383.3,111440.0,111310.0,111336.1,41.9594
2025-10-25 16:55:00,111336.1,111341.2,111310.0,111330.0,31.1663
2025-10-25 17:00:00,111329.8,111334.4,111286.5,111300.0,9.8429
2025-10-25 17:05:00,111299.8,111388.7,111299.8,111388.7,9.7308
2025-10-25 17:10:00,111388.5,111416.5,111366.4,111375.5,12.0575
2025-10-25 17:15:00,111375.5,111416.5,111269.4,111325.2,15.9964
2025-10-25 17:20:00,111325.2,111376.9,111306.4,111331.3,9.4118
2025-10-25 17:25:00,111331.3,111338.0,111305.0,111305.6,4.9076
2025-10-25 17:30:00,111305.6,111310.0,111258.0,111258.9,6.9932
2025-10-25 17:35:00,111258.9,111274.2,111257.0,111271.3,6.6239
2025-10-25 17:40:00,111271.3,111305.3,111253.2,111284.4,8.197
2025-10-25 17:45:00,111284.4,111300.0,111263.0,111300.0,5.9803
2025-10-25 17:50:00,111299.8,111300.0,111249.8,111250.0,18.4348
2025-10-25 17:55:00,111250.0,111330.0,111248.0,111328.6,5.3486
2025-10-25 18:00:00,111328.6,111328.6,111263.2,111263.2,6.537
2025-10-25 18:05:00,111263.2,111299.3,111260.0,111294.8,5.8033
2025-10-25 18:10:00,111294.8,111386.3,111275.2,111386.1,18.0235
2025-10-25 18:15:00,111386.1,111400.0,111350.0,111381.1,9.6638
2025-10-25 18:20:00,111380.9,111400.0,111355.4,111399.8,5.833
2025-10-25 18:25:00,111399.8,111560.0,111399.8,111560.0,30.1943
2025-10-25 18:30:00,111560.0,111653.1,111513.2,111583.1,98.915
2025-10-25 18:35:00,111583.1,111661.9,111555.0,111661.7,97.7231
2025-10-25 18:40:00,111661.7,111695.7,111608.4,111625.9,28.233
2025-10-25 18:45:00,111625.9,111673.0,111576.0,111581.4,12.0493
2025-10-25 18:50:00,111581.4,111645.6,111540.5,111632.7,16.4118
2025-10-25 18:55:00,111632.5,111684.8,111601.0,111668.6,11.8365
2025-10-25 19:00:00,111668.6,111678.9,111561.6,111618.6,14.4894
2025-10-25 19:05:00,111618.4,111648.0,111558.0,111567.7,36.4182
2025-10-25 19:10:00,111567.5,111600.0,111550.8,111554.0,25.0476
2025-10-25 19:15:00,111554.0,111626.0,111553.5,111620.1,13.8897
2025-10-25 19:20:00,111620.1,111628.4,111564.0,111621.9,12.2212
2025-10-25 19:25:00,111621.9,111628.4,111581.2,111588.0,4.8692
2025-10-25 19:30:00,111587.8,111670.0,111579.1,111645.9,17.5713
2025-10-25 19:35:00,111646.1,111654.0,111546.0,111562.3,15.9154
2025-10-25 19:40:00,111562.3,111616.0,111553.2,111584.9,6.0284
2025-10-25 19:45:00,111584.7,111596.0,111548.7,111573.9,5.1928
2025-10-25 19:50:00,111555.0,111585.8,111526.6,111558.7,38.2865
2025-10-25 19:55:00,111558.9,111588.2,111558.9,111575.8,2.7739
2025-10-25 20:00:00,111575.6,111600.0,111550.0,111557.1,3.7021
2025-10-25 20:05:00,111557.1,111611.6,111556.0,111611.4,7.2859
2025-10-25 20:10:00,111611.6,111611.6,111529.8,111540.9,6.7271
2025-10-25 20:15:00,111540.6,111577.0,111506.4,111537.2,10.0226
2025-10-25 20:20:00,111537.2,111539.4,111495.5,111507.5,4.1335
2025-10-25 20:25:00,111507.5,111539.4,111480.8,111494.6,7.4353
2025-10-25 20:30:00,111494.4,111494.6,111425.0,111439.4,10.6616
2025-10-25 20:35:00,111439.4,111448.7,111317.9,111370.9,31.3972
2025-10-25 20:40:00,111371.9,111498.0,111371.9,111425.0,24.8517
2025-10-25 20:45:00,111425.0,111470.0,111422.0,111466.8,4.4845
2025-10-25 20:50:00,111466.8,111471.1,111433.2,111444.7,2.026
2025-10-25 20:55:00,111444.9,111471.1,111350.0,111388.7,6.3735
2025-10-25 21:00:00,111388.5,111418.1,111374.7,111385.1,18.0967
2025-10-25 21:05:00,111385.3,111385.3,111347.9,111361.3,4.3465
2025-10-25 21:10:00,111361.3,111440.0,111361.3,111419.2,9.0417
2025-10-25 21:15:00,111419.4,111423.2,111340.7,111364.4,15.2675
2025-10-25 21:20:00,111362.6,111400.0,111354.0,111389.3,4.6431
2025-10-25 21:25:00,111389.3,111400.0,111340.7,111352.0,4.9973
2025-10-25 21:30:00,111358.2,111363.0,111293.0,111296.1,13.8419
2025-10-25 21:35:00,111296.3,111380.0,111293.0,111318.6,12.609
2025-10-25 21:40:00,111318.8,111325.0,111295.0,111311.4,3.1929
2025-10-25 21:45:00,111311.6,111327.7,111303.0,111323.0,5.6184
2025-10-25 21:50:00,111322.8,111327.7,111286.0,111311.9,17.4111
2025-10-25 21:55:00,111311.9,111433.7,111311.9,111429.4,8.0342
2025-10-25 22:00:00,111429.6,111430.0,111357.8,111395.3,7.0329
2025-10-25 22:05:00,111395.3,111432.2,111370.0,111422.0,5.1289
2025-10-25 22:10:00,111422.0,111425.0,111362.0,111363.9,8.9392
2025-10-25 22:15:00,111364.0,111432.4,111355.6,111432.4,3.4713
2025-10-25 22:20:00,111432.4,111434.0,111366.0,111401.4,6.7882
2025-10-25 22:25:00,111401.4,111471.7,111396.0,111459.3,9.3904
2025-10-25 22:30:00,111459.3,111519.5,111429.3,111498.6,12.4042
2025-10-25 22:35:00,111498.8,111519.5,111496.7,111508.0,6.0349
2025-10-25 22:40:00,111508.3,111566.6,111500.0,111555.8,13.2583
2025-10-25 22:45:00,111556.0,111617.0,111505.1,111587.3,7.239
2025-10-25 22:50:00,111587.3,111644.4,111545.7,111635.1,13.3498
2025-10-25 22:55:00,111634.9,111635.1,111550.0,111569.7,6.8096
2025-10-25 23:00:00,111569.9,111613.2,111487.4,111613.0,11.2834
2025-10-25 23:05:00,111613.2,111629.0,111532.8,111564.9,12.1539
2025-10-25 23:10:00,111564.7,111625.0,111532.0,111602.7,5.8846
2025-10-25 23:15:00,111602.7,111613.9,111514.5,111521.0,15.1517
2025-10-25 23:20:00,111520.8,111558.7,111514.5,111527.0,3.4836
2025-10-25 23:25:00,111527.2,111596.0,111507.0,111583.6,5.5042
2025-10-25 23:30:00,111583.8,111589.2,111476.5,111556.7,15.0311
2025-10-25 23:35:00,111556.7,111556.9,111490.0,111534.2,3.0198
2025-10-25 23:40:00,111534.4,111540.0,111500.0,111508.2,3.8028
2025-10-25 23:45:00,111508.4,111540.0,111480.0,111511.1,9.5153
2025-10-25 23:50:00,111511.1,111571.1,111489.5,111570.9,6.6251
2025-10-25 23:55:00,111570.9,111626.0,111541.7,111586.8,11.5192
2025-10-26 00:00:00,111586.8,111587.0,111520.1,111539.8,14.984
2025-10-26 00:05:00,111539.8,111583.1,111488.5,111518.9,13.6275
2025-10-26 00:10:00,111518.7,111583.1,111487.4,111533.8,3.3483
2025-10-26 00:15:00,111533.8,111629.0,111529.7,111529.8,17.1445
2025-10-26 00:20:00,111530.0,111614.3,111529.8,111579.8,9.0914
2025-10-26 00:25:00,111579.6,111730.3,111566.0,111697.2,25.9679
2025-10-26 00:30:00,111697.0,111784.3,111692.0,111776.0,40.6876
2025-10-26 00:35:00,111775.8,111825.4,111717.8,111821.3,27.7226
2025-10-26 00:40:00,111821.3,111833.3,111719.5,111797.8,20.1021
2025-10-26 00:45:00,111798.0,111872.4,111714.9,111716.3,16.5571
2025-10-26 00:50:00,111716.3,111743.2,111640.3,111684.3,37.7676
2025-10-26 00:55:00,111684.1,111724.0,111660.9,111665.7,10.8682
2025-10-26 01:00:00,111665.5,111728.0,111645.7,111682.3,25.4104
2025-10-26 01:05:00,111682.3,111720.0,111660.6,111691.8,8.1657
2025-10-26 01:10:00,111692.0,111792.9,111671.7,111749.0,13.6011
2025-10-26 01:15:00,111748.8,111765.0,111660.0,111660.2,8.8985
2025-10-26 01:20:00,111660.0,111740.0,111630.0,111651.4,12.1481
2025-10-26 01:25:00,111651.4,111700.0,111636.0,111666.4,6.075
2025-10-26 01:30:00,111666.2,111666.7,111636.0,111659.1,6.4065
2025-10-26 01:35:00,111659.3,111730.0,111646.0,111694.5,8.1128
2025-10-26 01:40:00,111694.5,111717.2,111640.0,111690.8,10.2407
2025-10-26 01:45:00,111690.8,111724.8,111640.0,111715.4,5.5484
2025-10-26 01:50:00,111715.6,111754.8,111666.4,111677.6,5.504
2025-10-26 01:55:00,111677.8,111738.7,111463.6,111589.2,47.7271
2025-10-26 02:00:00,111589.4,111610.6,111408.0,111442.1,32.4543
2025-10-26 02:05:00,111442.1,111515.5,111414.9,111449.1,17.9605
2025-10-26 02:10:00,111449.1,111515.5,111449.1,111507.8,27.2465
2025-10-26 02:15:00,111507.8,111552.4,111482.1,111529.0,7.8235
2025-10-26 02:20:00,111526.8,111552.0,111485.0,111515.3,8.1314
2025-10-26 02:25:00,111515.1,111609.8,111485.0,111609.8,6.1355
2025-10-26 02:30:00,111609.8,111632.0,111534.1,111563.5,10.0277
2025-10-26 02:35:00,111563.5,111629.2,111504.5,111508.7,13.1835
2025-10-26 02:40:00,111508.7,111590.0,111504.0,111538.5,7.6703
2025-10-26 02:45:00,111538.7,111559.9,111457.3,111463.3,16.4316
2025-10-26 02:50:00,111463.7,111479.1,111355.8,111403.2,27.2987
2025-10-26 02:55:00,111403.0,111425.0,111380.0,111398.1,11.5838
2025-10-26 03:00:00,111397.9,111398.1,111367.9,111392.7,12.5767
2025-10-26 03:05:00,111392.7,111398.1,111321.8,111390.5,42.802
2025-10-26 03:10:00,111390.3,111425.0,111388.0,111416.9,8.96
2025-10-26 03:15:00,111417.1,111456.0,111388.0,111448.1,11.1145
2025-10-26 03:20:00,111447.9,111456.0,111414.0,111414.7,6.702
2025-10-26 03:25:00,111414.5,111455.0,111414.5,111446.6,7.6803
2025-10-26 03:30:00,111446.4,111448.5,111418.0,111418.0,5.6951
2025-10-26 03:35:00,111418.0,111418.2,111282.3,111290.3,29.0215
2025-10-26 03:40:00,111290.5,111342.8,111215.0,111230.0,36.6009
2025-10-26 03:45:00,111230.2,111300.0,111199.6,111272.4,27.7437
2025-10-26 03:50:00,111272.6,111276.8,111224.0,111273.9,7.5901
2025-10-26 03:55:00,111273.9,111273.9,111199.5,111213.2,11.7346
2025-10-26 04:00:00,111213.2,111230.0,111203.0,111220.8,14.9312
2025-10-26 04:05:00,111220.8,111270.3,111220.8,111254.2,11.2098
2025-10-26 04:10:00,111254.4,111324.0,111254.2,111320.9,20.8391
2025-10-26 04:15:00,111320.8,111324.0,111253.9,111289.5,14.8317
2025-10-26 04:20:00,111289.3,111324.0,111271.0,111312.1,17.4336
2025-10-26 04:25:00,111312.1,111361.6,111303.4,111350.0,9.8151
2025-10-26 04:30:00,111350.2,111415.1,111349.2,111403.3,12.1412
2025-10-26 04:35:00,111403.1,111405.0,111346.2,111361.9,9.0987
2025-10-26 04:40:00,111362.1,111373.7,111344.0,111371.5,8.651
2025-10-26 04:45:00,111371.5,111434.4,111370.0,111415.8,7.2804
2025-10-26 04:50:00,111415.8,111416.0,111377.1,111400.4,9.6934
2025-10-26 04:55:00,111400.2,111408.4,111344.0,111377.6,7.0381
2025-10-26 05:00:00,111377.8,111377.8,111317.5,111340.2,9.8311
2025-10-26 05:05:00,111340.2,111387.8,111305.0,111380.1,8.0749
2025-10-26 05:10:00,111380.1,111441.4,111352.7,111440.2,14.3319
2025-10-26 05:15:00,111440.0,111448.0,111410.0,111429.5,10.9365
2025-10-26 05:20:00,111429.5,111458.0,111429.5,111442.6,16.388
2025-10-26 05:25:00,111442.6,111450.0,111434.2,111445.6,10.6889
2025-10-26 05:30:00,111445.6,111482.7,111400.0,111482.7,5.5503
2025-10-26 05:35:00,111482.5,111581.8,111455.0,111581.6,35.979
2025-10-26 05:40:00,111581.6,111605.1,111520.0,111578.9,59.1854
2025-10-26 05:45:00,111579.1,111603.7,111555.3,111588.5,23.2117
2025-10-26 05:50:00,111588.7,111590.0,111525.0,111580.2,12.1162
2025-10-26 05:55:00,111580.2,111584.4,111540.0,111555.4,7.5025
2025-10-26 06:00:00,111555.4,111562.0,111500.2,111516.1,13.2859
2025-10-26 06:05:00,111516.1,111520.3,111500.2,111509.2,4.606
2025-10-26 06:10:00,111509.0,111515.0,111495.1,111515.0,13.0755
2025-10-26 06:15:00,111515.0,111520.0,111475.0,111494.9,5.5311
2025-10-26 06:20:00,111494.7,111558.5,111493.0,111550.7,18.3445
2025-10-26 06:25:00,111550.7,111580.5,111550.6,111580.3,5.2506
2025-10-26 06:30:00,111580.3,111644.1,111550.6,111564.5,10.3342
2025-10-26 06:35:00,111564.7,111579.5,111534.4,111546.2,7.1714
2025-10-26 06:40:00,111546.4,111574.0,111513.9,111563.7,29.1116
2025-10-26 06:45:00,111563.9,111593.4,111524.0,111550.4,8.9011
2025-10-26 06:50:00,111550.0,111553.7,111520.0,111543.0,4.7066
