window,total_trades,long_trades,short_trades,win_rate,avg_return,total_return,ml_exit_rate,sl_exits,max_hold_exits
0,308,176,132,73.37662337662337,-0.05470149502641118,-16.848060468134644,74.67532467532467,56,22
1,272,113,159,80.51470588235294,0.2317155302201974,63.02662421989369,84.55882352941177,35,7
2,225,113,112,87.1111111111111,0.6074765226620424,136.68221759895954,92.0,18,0
3,313,137,176,73.80191693290735,0.35215522326292903,110.22458488129678,73.80191693290735,34,48
4,245,103,142,80.40816326530611,0.3888726054875541,95.27378834445076,85.71428571428571,28,7
5,262,131,131,78.2442748091603,0.6517952909756647,170.77036623562415,75.57251908396947,24,40
6,204,89,115,61.274509803921575,-0.2076750051384281,-42.36570104823933,56.86274509803921,38,50
7,343,169,174,69.97084548104957,-0.17504561443000585,-60.04064574949201,66.47230320699708,82,33
8,327,170,157,73.08868501529052,0.10257614865424097,33.5424006099368,78.2874617737003,42,29
9,269,154,115,76.2081784386617,0.051823381636253364,13.940489660152156,85.13011152416357,35,5
10,305,177,128,72.45901639344262,0.013012147803574016,3.968705080090075,75.40983606557377,53,22
11,235,99,136,80.42553191489363,0.4097580983873062,96.29315312101696,82.5531914893617,27,14
12,215,103,112,70.69767441860465,0.2570270844654074,55.260823160062586,75.34883720930232,11,42
13,219,132,87,65.29680365296804,-0.37042179923603186,-81.12237403269098,55.70776255707762,52,45
14,298,117,181,73.15436241610739,-0.04987399485630603,-14.862450467179197,75.50335570469798,45,28
15,176,93,83,65.9090909090909,-0.011721896605755353,-2.0630538026129424,54.54545454545454,46,34
16,183,13,170,79.78142076502732,-0.012413485760593168,-2.27166789418855,80.32786885245902,30,6
17,183,37,146,76.50273224043715,0.08714611554277699,15.947739144328189,83.06010928961749,31,0
18,314,169,145,65.28662420382165,-0.35339200505904333,-110.96508958853961,70.38216560509554,88,5
19,239,177,62,81.58995815899581,0.46674683369666586,111.55249325350314,90.7949790794979,22,0
