ml_exit_long,ml_exit_short,total_trades,win_rate,total_return,sharpe_ratio,max_drawdown,profit_factor,ml_exit_rate,avg_hold
0.5,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.5,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.55,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.6,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.65,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.7,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.75,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.6,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.65,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.7,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.75,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.8,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.8,0.85,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.85,0.5,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
0.85,0.55,12,0.5833333333333334,0.11551078513181273,2.789761581809865,-0.1033796232961456,2.3122175285788726,0.0,111.08333333333333
