strategy,entry_idx,exit_idx,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,hours_held,probability
SHORT,3671,3719,114100.2,113955.5,0.12681835789945775,0.841723393949986,Max Holding,4.0,0.4480859
SHORT,3719,3767,113955.5,114220.6,-0.23263466879615802,-2.6451135058656634,Max Holding,4.0,0.4736932
SHORT,3780,3828,114241.4,113770.8,0.4119347276906544,3.599362239369511,Max Holding,4.0,0.4136823
SHORT,3832,3880,113750.9,113541.4,0.18417436697204154,1.4002119953145167,Max Holding,4.0,0.4123845
SHORT,3882,3930,113449.5,113155.2,0.25941057474912,2.133779868610153,Max Holding,4.0,0.4168001
SHORT,3937,3985,113497.7,112404.9,0.9628388945326671,8.99312016194188,Max Holding,4.0,0.40756714
SHORT,3992,4040,112468.5,112527.1,-0.05210347786269562,-0.9053378889725126,Max Holding,4.0,0.4111425
SHORT,4061,4109,112500.0,113002.3,-0.4464888888888915,-4.778129968738937,Max Holding,4.0,0.42385837
SHORT,4119,4167,112796.0,112963.6,-0.14858682932019382,-1.8436264705652747,Max Holding,4.0,0.40640646
SHORT,4185,4230,112631.2,114776.7,-1.904889586544403,-18.979915266052256,Stop Loss,3.75,0.44000125
SHORT,4245,4293,116756.3,116710.9,0.0388844113765242,-0.010609119471427009,Max Holding,4.0,0.45498654
SHORT,4368,4416,116397.9,116003.3,0.3390095525778311,2.8641274272444157,Max Holding,4.0,0.46846452
SHORT,4671,4719,115083.7,114850.0,0.20306959195785074,1.5664701538601142,Max Holding,4.0,0.4357906
SHORT,4807,4855,114392.2,114732.0,-0.2970482253160643,-3.2425151678939312,Max Holding,4.0,0.44855988
SHORT,4855,4903,114732.0,112891.5,1.6041732036397867,15.000104008820697,Max Holding,4.0,0.41104308
SHORT,4908,4956,113216.8,113271.7,-0.04849103666593136,-0.861141507141137,Max Holding,4.0,0.46027887
SHORT,4957,5005,113279.4,112027.2,1.1054083972902373,10.360210564417795,Max Holding,4.0,0.42864183
SHORT,5005,5053,112027.2,111175.6,0.7601725295285353,7.073999870299934,Max Holding,4.0,0.5106529
SHORT,5053,5101,111175.6,112015.2,-0.755201680944372,-7.86426944369683,Max Holding,4.0,0.45566234
SHORT,5107,5155,111959.9,112115.5,-0.13897833063445558,-1.756598807896609,Max Holding,4.0,0.41470033
SHORT,5156,5204,111767.2,109982.8,1.5965327931629265,15.251511066110455,Max Holding,4.0,0.49334115
SHORT,5205,5253,109751.2,109882.3,-0.11945199688022164,-1.5853923714136762,Max Holding,4.0,0.47047395
SHORT,5255,5303,109885.0,110393.8,-0.46302953087318827,-4.994093845439362,Max Holding,4.0,0.4288358
SHORT,5303,5351,110393.8,109650.9,0.6729544593989958,6.254135960998727,Max Holding,4.0,0.46690607
SHORT,5351,5399,109650.9,109801.2,-0.13707137834710242,-1.7600389964872432,Max Holding,4.0,0.43544462
SHORT,5399,5447,109801.2,110941.7,-1.0386953876642515,-10.704289659017125,Max Holding,4.0,0.46776342
SHORT,5467,5515,111076.5,111357.9,-0.2533389150720397,-2.881016764321425,Max Holding,4.0,0.41404435
SHORT,5519,5567,111253.0,111394.3,-0.12700781102532327,-1.6356552568108216,Max Holding,4.0,0.48458257
SHORT,5591,5639,110850.4,111166.8,-0.28542973232393276,-3.182237960590859,Max Holding,4.0,0.47977865
SHORT,5662,5710,111272.2,112268.3,-0.8951921504203258,-9.11671256882023,Max Holding,4.0,0.40862474
SHORT,5712,5760,112282.5,111613.1,0.596174826887533,5.37380987778597,Max Holding,4.0,0.41126713
SHORT,5762,5810,111574.6,111554.4,0.018104478976408288,-0.21259372650544475,Max Holding,4.0,0.44851485
SHORT,5858,5906,112711.8,112827.7,-0.1028286301877835,-1.3869297232978277,Max Holding,4.0,0.43257862
SHORT,5955,6003,112681.8,112344.4,0.29942723669661714,2.5159540079765983,Max Holding,4.0,0.40512714
SHORT,6025,6073,111995.6,112429.2,-0.3871580669240499,-4.152632445520966,Max Holding,4.0,0.42182025
SHORT,6086,6134,112195.4,111511.3,0.6097397932535481,5.516446225370635,Max Holding,4.0,0.4139044
SHORT,6141,6189,111245.8,109683.1,1.4047271897006421,13.285255798396856,Max Holding,4.0,0.47085688
SHORT,6229,6277,110502.9,108702.0,1.6297309844356973,15.676275964051628,Max Holding,4.0,0.42894763
SHORT,6279,6327,108737.2,107635.5,1.013176723329272,9.741448901217051,Max Holding,4.0,0.47502205
SHORT,6327,6375,107635.5,108207.9,-0.5317948074752235,-5.776435369347497,Max Holding,4.0,0.46256667
SHORT,6384,6432,108036.2,108384.5,-0.3223919389982274,-3.641067650289376,Max Holding,4.0,0.46515495
SHORT,6455,6503,108365.0,108521.7,-0.14460388501822274,-1.8483483402276892,Max Holding,4.0,0.42554325
SHORT,6523,6571,108234.4,108838.3,-0.557955696155759,-5.976715374315608,Max Holding,4.0,0.47182295
SHORT,6930,6978,108629.9,107606.7,0.9419137824852983,8.9638320357064,Max Holding,4.0,0.48762307
SHORT,6991,7036,107692.4,109374.8,-1.5622272323766662,-16.06026878224322,Stop Loss,3.75,0.40458
SHORT,7038,7086,109496.1,108867.3,0.5742670286886956,5.273915209407606,Max Holding,4.0,0.41753885
SHORT,7086,7134,108867.3,108901.2,-0.03113882681024897,-0.7057084357444403,Max Holding,4.0,0.4178107
SHORT,7147,7195,108523.9,108385.6,0.12743736633127667,0.8669830490416395,Max Holding,4.0,0.44999504
SHORT,7195,7243,108385.6,109160.5,-0.7149473730827657,-7.491117240956456,Max Holding,4.0,0.48195383
SHORT,7269,7317,110300.0,110121.9,0.16146872166818296,1.1967432781520544,Max Holding,4.0,0.46929994
SHORT,7330,7378,110266.8,109389.5,0.7956157247693801,7.452715168007201,Max Holding,4.0,0.41284698
SHORT,7378,7395,109389.5,111140.8,-1.6009763277097004,-16.301072224905383,Stop Loss,1.4166666666666667,0.68302524
SHORT,7407,7455,111244.5,110758.0,0.4373249913478869,3.885488179922116,Max Holding,4.0,0.51049006
SHORT,7460,7508,110616.0,111100.2,-0.43773052722933126,-4.689248471448441,Max Holding,4.0,0.41632587
SHORT,7544,7592,111220.2,110678.8,0.4867820773564462,4.365712902094001,Max Holding,4.0,0.4057699
SHORT,7594,7642,110768.5,111424.3,-0.5920455725228769,-6.202037436278647,Max Holding,4.0,0.40127724
