exit_threshold,stop_loss,take_profit,max_holding_hours,total_return,sharpe,win_rate,avg_holding_hours,trades_per_week,max_dd,total_trades,ml_exit_pct,sl_pct,tp_pct,maxhold_pct
0.75,0.02,0.02,6,35.42633388289082,11.94036418276743,80.45977011494253,2.3151340996168583,29.048029148724744,-14.614753122222426,87,70.11494252873564,6.896551724137931,4.597701149425287,18.39080459770115
0.75,0.02,0.02,3,34.95817077876006,11.304796797642885,75.25773195876289,1.7809278350515463,32.38688307386552,-13.52796230023407,97,60.824742268041234,4.123711340206185,4.123711340206185,30.927835051546392
0.75,0.015,0.02,6,34.89063051879802,11.763336240103698,79.12087912087912,2.1923076923076925,30.383570718781055,-13.538233678765366,91,69.23076923076923,10.989010989010989,4.395604395604396,15.384615384615385
0.8,0.01,0.04,6,34.88016071583744,12.002629565083433,75.0,2.7847222222222223,28.046372971182514,-13.60693626195031,84,59.523809523809526,15.476190476190476,2.380952380952381,22.61904761904762
0.8,0.01,0.03,6,34.88016071583744,12.002629565083433,75.0,2.7847222222222223,28.046372971182514,-13.60693626195031,84,59.523809523809526,15.476190476190476,2.380952380952381,22.61904761904762
0.8,0.01,0.03,4,34.598017982952726,11.690636809508744,76.13636363636364,2.367424242424242,29.381914541238825,-13.606936261950302,88,59.09090909090909,14.772727272727273,2.272727272727273,23.863636363636363
0.8,0.01,0.04,4,34.598017982952726,11.690636809508744,76.13636363636364,2.367424242424242,29.381914541238825,-13.606936261950302,88,59.09090909090909,14.772727272727273,2.272727272727273,23.863636363636363
0.75,0.02,0.03,6,34.531289909726496,11.53984560256448,80.23255813953489,2.3401162790697674,28.714143756210667,-14.614753122222426,86,72.09302325581395,6.976744186046512,2.3255813953488373,18.6046511627907
0.75,0.02,0.04,6,34.531289909726496,11.53984560256448,80.23255813953489,2.3401162790697674,28.714143756210667,-14.614753122222426,86,72.09302325581395,6.976744186046512,2.3255813953488373,18.6046511627907
0.75,0.015,0.02,4,34.47188372398098,11.297850722770177,78.94736842105263,1.8780701754385967,31.719112288837366,-13.538233678765387,95,68.42105263157895,9.473684210526317,4.2105263157894735,17.894736842105264
0.75,0.02,0.04,3,34.06622093472711,10.912695078846657,75.0,1.7977430555555554,32.05299768135144,-13.52796230023407,96,62.5,4.166666666666666,2.083333333333333,31.25
0.75,0.02,0.03,3,34.06622093472711,10.912695078846657,75.0,1.7977430555555554,32.05299768135144,-13.52796230023407,96,62.5,4.166666666666666,2.083333333333333,31.25
0.75,0.015,0.04,6,33.999127053995,11.353686715861452,78.88888888888889,2.214814814814815,30.049685326266978,-13.538233678765366,90,71.11111111111111,11.11111111111111,2.2222222222222223,15.555555555555555
0.75,0.015,0.03,6,33.999127053995,11.353686715861452,78.88888888888889,2.214814814814815,30.049685326266978,-13.538233678765366,90,71.11111111111111,11.11111111111111,2.2222222222222223,15.555555555555555
0.75,0.015,0.03,4,33.58314779178586,10.903960994545391,78.72340425531915,1.8962765957446812,31.38522689632329,-13.538233678765387,94,70.2127659574468,9.574468085106384,2.127659574468085,18.085106382978726
0.75,0.015,0.04,4,33.58314779178586,10.903960994545391,78.72340425531915,1.8962765957446812,31.38522689632329,-13.538233678765387,94,70.2127659574468,9.574468085106384,2.127659574468085,18.085106382978726
0.8,0.015,0.04,4,32.27597856370412,11.460788007672567,75.90361445783132,2.534136546184739,27.712487578668433,-13.538233678765376,83,60.24096385542169,7.228915662650602,2.4096385542168677,30.120481927710845
0.8,0.015,0.03,4,32.27597856370412,11.460788007672567,75.90361445783132,2.534136546184739,27.712487578668433,-13.538233678765376,83,60.24096385542169,7.228915662650602,2.4096385542168677,30.120481927710845
0.8,0.01,0.02,6,32.11965622810431,11.498273478597358,74.69879518072288,2.8102409638554215,27.712487578668433,-13.60693626195032,83,56.62650602409639,15.66265060240964,6.024096385542169,21.686746987951807
0.75,0.015,0.02,3,31.53517276604225,10.139183294532094,74.0,1.7325,33.38853925140776,-13.538233678765375,100,60.0,9.0,4.0,27.0
0.8,0.01,0.02,4,31.454834121705222,11.113034092018593,75.86206896551724,2.395593869731801,29.048029148724744,-13.606936261950302,87,56.32183908045977,14.942528735632186,4.597701149425287,24.137931034482758
0.75,0.015,0.03,3,30.665845802313285,9.770475435314184,73.73737373737373,1.7483164983164985,33.05465385889367,-13.538233678765375,99,61.61616161616161,9.090909090909092,2.0202020202020203,27.27272727272727
0.75,0.015,0.04,3,30.665845802313285,9.770475435314184,73.73737373737373,1.7483164983164985,33.05465385889367,-13.538233678765375,99,61.61616161616161,9.090909090909092,2.0202020202020203,27.27272727272727
0.8,0.02,0.04,4,30.62903484644208,10.675569893611314,76.82926829268293,2.5792682926829267,27.378602186154357,-14.614753122222426,82,60.97560975609756,6.097560975609756,2.4390243902439024,30.48780487804878
0.8,0.02,0.03,4,30.62903484644208,10.675569893611314,76.82926829268293,2.5792682926829267,27.378602186154357,-14.614753122222426,82,60.97560975609756,6.097560975609756,2.4390243902439024,30.48780487804878
0.8,0.02,0.04,6,30.019844860255752,10.866884116157896,76.31578947368422,3.0603070175438596,25.375289831069892,-14.614753122222432,76,61.8421052631579,7.894736842105263,2.631578947368421,27.631578947368425
0.8,0.02,0.03,6,30.019844860255752,10.866884116157896,76.31578947368422,3.0603070175438596,25.375289831069892,-14.614753122222432,76,61.8421052631579,7.894736842105263,2.631578947368421,27.631578947368425
0.8,0.015,0.02,6,29.617542938678753,11.618827636849275,76.31578947368422,3.0482456140350878,25.375289831069892,-13.538233678765382,76,57.89473684210527,9.210526315789473,5.263157894736842,27.631578947368425
0.8,0.02,0.02,6,28.198053510897104,10.64395515799598,77.33333333333333,3.081111111111111,25.041404438555816,-14.614753122222432,75,58.666666666666664,8.0,5.333333333333334,28.000000000000004
0.8,0.015,0.03,6,27.60270148628965,10.24158484941899,74.35897435897436,2.9711538461538463,26.043060616098046,-13.538233678765382,78,60.256410256410255,11.538461538461538,2.564102564102564,25.64102564102564
0.8,0.015,0.04,6,27.60270148628965,10.24158484941899,74.35897435897436,2.9711538461538463,26.043060616098046,-13.538233678765382,78,60.256410256410255,11.538461538461538,2.564102564102564,25.64102564102564
0.8,0.02,0.02,4,27.393043435441378,10.063639704377755,75.30864197530865,2.6008230452674894,27.04471679364028,-14.614753122222426,81,56.79012345679012,6.172839506172839,4.938271604938271,32.098765432098766
0.8,0.01,0.04,3,27.112838529022774,9.10486429630393,65.26315789473685,2.1096491228070176,31.719112288837366,-13.528330396205845,95,43.15789473684211,12.631578947368421,2.1052631578947367,42.10526315789473
0.8,0.01,0.03,3,27.112838529022774,9.10486429630393,65.26315789473685,2.1096491228070176,31.719112288837366,-13.528330396205845,95,43.15789473684211,12.631578947368421,2.1052631578947367,42.10526315789473
0.8,0.02,0.04,3,25.534235550606077,8.833007097199317,65.9090909090909,2.2111742424242427,29.381914541238825,-13.527962300234094,88,46.590909090909086,4.545454545454546,2.272727272727273,46.590909090909086
0.8,0.02,0.03,3,25.534235550606077,8.833007097199317,65.9090909090909,2.2111742424242427,29.381914541238825,-13.527962300234094,88,46.590909090909086,4.545454545454546,2.272727272727273,46.590909090909086
0.8,0.015,0.02,4,25.07487842521008,9.319092998564859,73.49397590361446,2.522088353413655,27.712487578668433,-13.538233678765376,83,55.42168674698795,9.63855421686747,4.819277108433735,30.120481927710845
0.8,0.01,0.02,3,24.144451411521615,8.488817512246056,64.8936170212766,2.1329787234042556,31.38522689632329,-13.528330396205845,94,40.42553191489361,12.76595744680851,4.25531914893617,42.5531914893617
0.8,0.02,0.02,3,23.363529263871463,8.222782508855888,66.29213483146067,2.199438202247191,29.7157999337529,-13.527962300234094,89,42.69662921348314,4.49438202247191,4.49438202247191,48.31460674157304
0.8,0.015,0.02,3,23.017736854252703,8.152024917238782,65.93406593406593,2.1739926739926743,30.383570718781055,-13.53823367876539,91,41.75824175824176,7.6923076923076925,4.395604395604396,46.15384615384615
0.8,0.015,0.04,3,21.546829412146053,7.473529675128765,64.83516483516483,2.1611721611721615,30.383570718781055,-13.53823367876539,91,45.05494505494506,9.89010989010989,2.197802197802198,42.857142857142854
0.8,0.015,0.03,3,21.546829412146053,7.473529675128765,64.83516483516483,2.1611721611721615,30.383570718781055,-13.53823367876539,91,45.05494505494506,9.89010989010989,2.197802197802198,42.857142857142854
