entry_time,exit_time,side,entry_price,exit_price,position_size_pct,pnl_pct,pnl_usd,exit_reason,hold_time
2025-10-13 03:00:00,2025-10-13 04:45:00,LONG,115422.3,114485.2,0.2,-3.2475526826272074,-64.95105365254415,STOP_LOSS,21
2025-10-13 04:45:00,2025-10-13 06:15:00,LONG,114485.2,114979.0,0.2,1.725288508907712,34.28165156513788,ML_EXIT,18
2025-10-13 06:15:00,2025-10-13 09:10:00,SHORT,114979.0,114764.6,0.2,0.7458753337565788,14.871755574095458,ML_EXIT,35
2025-10-13 09:15:00,2025-10-13 10:35:00,SHORT,114841.5,114730.0,0.2,0.388361350208766,7.754956613515258,ML_EXIT,16
2025-10-13 11:10:00,2025-10-13 11:15:00,SHORT,114510.1,114374.1,0.2,0.47506726480895567,9.493703658794308,ML_EXIT,1
2025-10-13 11:15:00,2025-10-13 11:20:00,SHORT,114374.1,114092.3,0.2,0.9855378096964361,19.713616251772486,ML_EXIT,1
2025-10-13 11:30:00,2025-10-13 13:30:00,SHORT,114065.1,115090.4,0.2,-3.595490645254292,-72.06200736351383,STOP_LOSS,24
2025-10-13 13:30:00,2025-10-13 14:25:00,SHORT,115090.4,114260.0,0.2,2.886079116937622,57.427794622983136,ML_EXIT,11
2025-10-13 14:25:00,2025-10-13 16:00:00,LONG,114260.0,114544.4,0.2,0.9956240154034454,19.925483988598618,ML_EXIT,19
2025-10-13 16:00:00,2025-10-13 19:20:00,SHORT,114544.4,115550.2,0.2,-3.51234979623623,-70.43284068351603,STOP_LOSS,40
2025-10-13 19:20:00,2025-10-13 23:40:00,SHORT,115550.2,115141.6,0.2,1.4144501697097582,28.16459701533006,ML_EXIT,52
2025-10-13 23:45:00,2025-10-14 02:00:00,LONG,115028.3,114068.5,0.2,-3.337613439475339,-66.64671781643672,STOP_LOSS,27
2025-10-14 02:00:00,2025-10-14 04:35:00,LONG,114068.5,113056.8,0.2,-3.547692833692026,-70.36877783976851,STOP_LOSS,31
2025-10-14 04:35:00,2025-10-14 06:30:00,LONG,113056.8,112087.2,0.2,-3.43048803787125,-67.56121261674978,STOP_LOSS,23
2025-10-14 06:30:00,2025-10-14 09:50:00,LONG,112087.2,111060.3,0.2,-3.6646468106973646,-71.67764015055624,STOP_LOSS,40
2025-10-14 09:50:00,2025-10-14 10:30:00,LONG,111060.3,110075.1,0.2,-3.5483426570970797,-68.89414774634275,STOP_LOSS,8
2025-10-14 10:30:00,2025-10-14 11:05:00,LONG,110075.1,111158.8,0.2,3.938038666328705,75.91781784786342,ML_EXIT,7
2025-10-14 11:05:00,2025-10-14 12:40:00,SHORT,111158.8,110826.8,0.2,1.1946872402364905,23.212670285157415,ML_EXIT,19
2025-10-14 12:40:00,2025-10-14 13:55:00,LONG,110826.8,110962.2,0.2,0.48869046115197473,9.51790123363324,ML_EXIT,15
2025-10-14 13:55:00,2025-10-14 14:15:00,SHORT,110962.2,111841.5,0.2,-3.169728069558833,-61.79503768604037,STOP_LOSS,4
2025-10-14 14:15:00,2025-10-14 15:55:00,SHORT,111841.5,112835.3,0.2,-3.5543157057085355,-68.85343976624213,STOP_LOSS,20
2025-10-14 15:55:00,2025-10-14 19:35:00,SHORT,112835.3,112661.6,0.2,0.6157647473795774,11.843667271063513,ML_EXIT,44
