entry_time,exit_time,side,entry_price,exit_price,entry_prob,exit_prob,hold_candles,pnl,balance,exit_reason
2025-10-04 11:25:00,2025-10-04 11:35:00,SHORT,122047.4,121993.7,0.8021428,0.93912286,2,16.719733480597615,10016.719733480597,ML Exit
2025-10-04 13:30:00,2025-10-04 14:40:00,SHORT,122322.4,122200.0,0.80701476,0.77388996,14,38.08768207978484,10054.807415560383,ML Exit
2025-10-04 14:55:00,2025-10-04 15:00:00,SHORT,121944.7,121975.4,0.85562575,0.9753416,1,-9.61906366655675,10045.188351893827,ML Exit
2025-10-04 15:15:00,2025-10-04 15:20:00,SHORT,121861.9,121764.2,0.8164825,0.9963492,1,30.603302816745767,10075.791654710572,ML Exit
2025-10-04 15:25:00,2025-10-04 15:30:00,SHORT,121695.1,121687.1,0.8092123,0.99455833,1,2.5169794535951024,10078.308634164168,ML Exit
2025-10-04 15:35:00,2025-10-04 15:40:00,SHORT,121769.4,121849.6,0.8457291,0.90356886,1,-25.223622185444924,10053.085011978723,ML Exit
2025-10-04 15:45:00,2025-10-04 15:50:00,SHORT,121938.8,121844.2,0.83916944,0.7868152,1,29.63685881857402,10082.721870797297,ML Exit
2025-10-04 15:55:00,2025-10-04 16:10:00,SHORT,121742.5,121632.5,0.8187329,0.942547,3,34.61878753921818,10117.340658336516,ML Exit
2025-10-04 16:15:00,2025-10-04 16:20:00,SHORT,121637.5,121568.4,0.8823176,0.9708524,1,21.840397164248085,10139.181055500763,ML Exit
2025-10-04 16:25:00,2025-10-04 16:45:00,SHORT,121668.6,121600.0,0.8808677,0.887806,4,21.723614125157706,10160.904669625921,ML Exit
2025-10-04 16:50:00,2025-10-04 18:35:00,SHORT,121655.9,121600.2,0.8818062,0.8034514,21,17.678197953185254,10178.582867579107,ML Exit
2025-10-04 19:10:00,2025-10-05 00:50:00,SHORT,121765.5,122145.5,0.80670655,0.9131418,68,-120.70638777637534,10057.876479802731,ML Exit
2025-10-05 12:10:00,2025-10-05 14:35:00,SHORT,123106.6,122993.0,0.8114473,0.96648425,29,35.26849185016453,10093.144971652895,ML Exit
2025-10-05 14:40:00,2025-10-05 14:45:00,SHORT,122867.1,122839.6,0.90749794,0.97695696,1,8.584345602180953,10101.729317255076,ML Exit
2025-10-05 14:50:00,2025-10-05 15:00:00,SHORT,122899.8,122895.1,0.91552365,0.80184895,2,1.4679998308057778,10103.197317085882,ML Exit
2025-10-05 15:05:00,2025-10-05 15:25:00,SHORT,122800.7,122845.9,0.9129629,0.8586397,4,-14.13123191628842,10089.066085169594,ML Exit
2025-10-05 15:30:00,2025-10-05 15:35:00,SHORT,122739.3,122728.1,0.87081444,0.94845366,1,3.498395807901025,10092.564480977495,ML Exit
2025-10-05 15:40:00,2025-10-05 15:45:00,SHORT,122730.0,122745.2,0.8714033,0.81858414,1,-4.749829091673988,10087.814651885821,ML Exit
2025-10-05 15:50:00,2025-10-05 15:55:00,SHORT,122759.2,122754.9,0.8580846,0.87830466,1,1.3427498013340418,10089.157401687155,ML Exit
2025-10-05 16:00:00,2025-10-05 16:45:00,SHORT,122804.7,122669.9,0.85090244,0.95022744,9,42.08364979060525,10131.24105147776,ML Exit
2025-10-05 16:50:00,2025-10-05 18:05:00,SHORT,122873.2,122910.7,0.90510154,0.8741281,15,-11.749525932714219,10119.491525545047,ML Exit
2025-10-05 18:10:00,2025-10-05 19:05:00,SHORT,122936.6,122791.2,0.8747675,0.96659106,11,45.480527830560504,10164.972053375608,ML Exit
2025-10-05 19:10:00,2025-10-05 19:15:00,SHORT,122743.0,122658.9,0.82345706,0.97139865,1,26.46604506015008,10191.438098435758,ML Exit
2025-10-05 19:20:00,2025-10-05 19:40:00,SHORT,122899.8,122693.4,0.87400633,0.79489243,4,65.03955848069299,10256.477656916451,ML Exit
2025-10-05 19:45:00,2025-10-05 19:50:00,SHORT,122595.8,122569.0,0.83831495,0.9735311,1,8.520028292816594,10264.997685209268,ML Exit
2025-10-05 19:55:00,2025-10-05 20:00:00,SHORT,122550.9,122654.2,0.8368541,0.8884308,1,-32.87958057714925,10232.118104632118,ML Exit
2025-10-05 20:05:00,2025-10-05 21:00:00,SHORT,122632.6,122596.7,0.83992237,0.76311797,11,11.382499855945753,10243.500604488065,ML Exit
2025-10-05 21:05:00,2025-10-06 00:15:00,SHORT,122519.8,124301.8,0.8271362,0.9150768,38,-566.1524806060031,9677.348123882062,ML Exit
2025-10-06 00:25:00,2025-10-06 00:50:00,SHORT,123625.0,123119.7,0.83760566,0.96174884,5,150.30829708061486,9827.656420962678,ML Exit
2025-10-06 00:55:00,2025-10-06 01:00:00,SHORT,123303.6,123342.6,0.88535184,0.810002,1,-11.811972088298061,9815.844448874379,ML Exit
2025-10-06 01:05:00,2025-10-06 02:30:00,SHORT,123431.8,123480.1,0.89272135,0.8589105,17,-14.595915235348686,9801.248533639031,ML Exit
2025-10-06 02:35:00,2025-10-06 03:45:00,SHORT,123551.4,123747.2,0.8600752,0.90221244,14,-59.0241871720506,9742.224346466981,ML Exit
2025-10-06 03:55:00,2025-10-06 04:35:00,SHORT,123784.1,123683.0,0.891934,0.8360312,8,30.23625610579953,9772.46060257278,ML Exit
2025-10-06 04:40:00,2025-10-06 04:50:00,SHORT,123676.9,123629.9,0.9341127,0.8681865,2,14.112267235186996,9786.572869807967,ML Exit
2025-10-06 04:55:00,2025-10-06 05:00:00,SHORT,123538.8,123512.9,0.93354267,0.9838219,1,7.796696275557353,9794.369566083526,ML Exit
2025-10-06 05:05:00,2025-10-06 05:10:00,SHORT,123339.5,123281.4,0.9277946,0.9956077,1,17.532103768866723,9811.901669852392,ML Exit
2025-10-06 05:15:00,2025-10-06 05:20:00,SHORT,123389.0,123424.3,0.9278991,0.8691905,1,-10.666821920869026,9801.234847931522,ML Exit
2025-10-06 05:30:00,2025-10-06 07:30:00,SHORT,123433.4,123591.9,0.929089,0.93265337,24,-47.82565941559704,9753.409188515925,ML Exit
