window,side,entry_idx,entry_price,exit_idx,exit_price,exit_reason,hold_time,position_size,gross_pnl,fees,net_pnl,leveraged_pnl_pct
4,SHORT,1311,113580.4,1431,113933.5,MAX_HOLD,120,10885.753498116277,-135.36700205968359,10.885753498116276,-146.25275555779987,-0.012435244109019016
5,SHORT,0,113677.5,60,114559.9,STOP_LOSS,60,9500.0,-294.967781663036,9.5,-304.467781663036,-0.031049240175056423
5,SHORT,60,114559.9,180,114240.4,MAX_HOLD,120,9210.755607420117,102.75275786975119,9.210755607420117,93.54200226233108,0.011155735994881281
5,SHORT,180,114240.4,284,115189.7,STOP_LOSS,104,9299.620509569331,-309.1071022067217,9.299620509569332,-318.40672271629103,-0.033238679136277635
5,SHORT,284,115189.7,404,114963.1,MAX_HOLD,120,8997.134122988855,70.79628099627645,8.997134122988856,61.7991468732876,0.00786875909912054
5,SHORT,404,114963.1,524,114577.6,MAX_HOLD,120,9055.843312518477,121.46602160087444,9.055843312518476,112.41017828835597,0.013412999475483871
5,SHORT,524,114577.6,644,113723.6,MAX_HOLD,120,9162.632981892415,273.1734149270406,9.162632981892415,264.0107819451482,0.029813855413274495
5,SHORT,644,113723.6,764,113937.2,MAX_HOLD,120,9413.443224740306,-70.72275140092107,9.413443224740305,-80.13619462566137,-0.007512952456657765
5,SHORT,764,113937.2,871,115135.1,STOP_LOSS,107,9337.313839845927,-392.67836136929884,9.337313839845928,-402.0156752091448,-0.04205474594776803
5,SHORT,871,115135.1,991,114850.0,MAX_HOLD,120,8955.39894839724,88.70220254946076,8.95539894839724,79.74680360106352,0.00990488565172587
5,SHORT,991,114850.0,1105,115820.0,STOP_LOSS,114,9031.158411818249,-305.1013899682613,9.031158411818248,-314.1325483800795,-0.03378319547235525
5,SHORT,1105,115820.0,1117,116754.8,STOP_LOSS,12,8732.732490857174,-281.93259652748446,8.732732490857174,-290.66532901834165,-0.032284579519944845
5,SHORT,1117,116754.8,1237,117262.4,MAX_HOLD,120,8456.600428289748,-147.06274611064563,8.456600428289748,-155.5193465389354,-0.017390291448402678
5,SHORT,1237,117262.4,1357,116922.6,MAX_HOLD,120,8308.85704907776,96.30877844139387,8.30885704907776,87.99992139231611,0.011591098254853674
6,SHORT,0,116678.7,120,116669.7,MAX_HOLD,120,9500.0,2.931126246692841,9.5,-6.568873753307159,0.0003085396049150359
6,SHORT,120,116669.7,237,117563.1,STOP_LOSS,117,9493.759569934358,-290.79443248005055,9.493759569934358,-300.2881920499849,-0.03063006076127765
6,SHORT,237,117563.1,357,116489.0,MAX_HOLD,120,9208.485787486872,336.5285394597353,9.208485787486872,327.32005367224843,0.03654548068228911
6,SHORT,357,116489.0,440,117412.6,STOP_LOSS,83,9519.43983847551,-301.9050600422713,9.51943983847551,-311.42449988074685,-0.031714582492767755
6,SHORT,440,117412.6,445,118355.7,STOP_LOSS,5,9223.5865635888,-296.34858569252424,9.2235865635888,-305.57217225611305,-0.032129430742526485
6,SHORT,445,118355.7,565,118549.3,MAX_HOLD,120,8933.292999945492,-58.45043457271594,8.933292999945492,-67.38372757266143,-0.006542988635106068
6,SHORT,565,118549.3,685,118992.2,MAX_HOLD,120,8869.278458751463,-132.54244198425368,8.869278458751463,-141.41172044300515,-0.014943993764619249
6,SHORT,685,118992.2,715,120012.1,STOP_LOSS,30,8734.937324330607,-299.4738336490917,8.734937324330607,-308.2087709734223,-0.03428460016707007
6,SHORT,715,120012.1,718,121250.0,STOP_LOSS,3,8442.138991905857,-348.3156734389352,8.442138991905857,-356.75781243084106,-0.0412591730333856
6,SHORT,718,121250.0,753,122175.6,STOP_LOSS,35,8103.219070096558,-247.43388276392318,8.103219070096559,-255.53710183401975,-0.030535257731958955
6,SHORT,753,122175.6,873,119875.2,MAX_HOLD,120,7860.45882335424,592.0068975227185,7.86045882335424,584.1464386993642,0.07531454725820896
6,SHORT,873,119875.2,993,119069.0,MAX_HOLD,120,8415.397940118637,226.38523462146034,8.415397940118638,217.9698366813417,0.026901310696457553
6,SHORT,993,119069.0,1113,118465.7,MAX_HOLD,120,8622.469284965911,174.7536544228963,8.622469284965911,166.13118513793037,0.020267240003695435
6,SHORT,1113,118465.7,1142,119469.1,STOP_LOSS,29,8780.293910846944,-297.47502982361647,8.780293910846943,-306.2553237344634,-0.033879848766352076
6,SHORT,1142,119469.1,1262,120045.7,MAX_HOLD,120,8489.351353299204,-163.89041150597924,8.489351353299204,-172.37976285927846,-0.019305410352969638
6,SHORT,1262,120045.7,1382,119906.9,MAX_HOLD,120,8325.590578582889,38.505068396696565,8.32559057858289,30.179477818113675,0.004624905348546525
7,SHORT,0,121525.5,60,122494.2,STOP_LOSS,60,9500.0,-302.9043287211317,9.5,-312.4043287211317,-0.03188466618117176
7,SHORT,60,122494.2,100,123537.8,STOP_LOSS,40,9203.215887714925,-313.63039557527946,9.203215887714926,-322.8336114629944,-0.03407834819934351
7,SHORT,100,123537.8,220,121720.2,MAX_HOLD,120,8896.52395682508,523.574871623918,8.89652395682508,514.678347667093,0.05885162274218922
7,SHORT,220,121720.2,340,118004.1,MAX_HOLD,120,9385.468387108818,1146.1479384140018,9.38546838710882,1136.762470026893,0.1221194181409492
7,SHORT,340,118004.1,444,118891.3,STOP_LOSS,104,10465.392733634368,-314.73131639596863,10.465392733634367,-325.196709129603,-0.030073531343402377
7,SHORT,444,118891.3,564,118469.5,MAX_HOLD,120,10156.455859961245,144.1314236359324,10.156455859961245,133.97496777597115,0.014191114068060586
7,SHORT,564,118469.5,684,117005.4,MAX_HOLD,120,10283.732079348418,508.3641658781063,10.283732079348418,498.0804337987579,0.049433820519205564
7,SHORT,684,117005.4,804,117621.0,MAX_HOLD,120,10756.908491457238,-226.38110266162545,10.756908491457239,-237.1380111530827,-0.021045182530037274
7,SHORT,804,117621.0,924,117643.7,MAX_HOLD,120,10531.627380861808,-8.130110832097412,10.531627380861808,-18.66173821295922,-0.0007719709915745348
7,SHORT,924,117643.7,1044,118120.4,MAX_HOLD,120,10513.898729559498,-170.41203309249818,10.513898729559498,-180.92593182205766,-0.016208262745901297
7,SHORT,1044,118120.4,1164,118092.4,MAX_HOLD,120,10342.019094328543,9.806148121448937,10.342019094328544,-0.5358709728796072,0.0009481850721805887
7,SHORT,1164,118092.4,1284,117059.8,MAX_HOLD,120,10341.510016904307,361.7046734067662,10.341510016904307,351.3631633898619,0.034976001842624636
7,SHORT,1284,117059.8,1404,114925.4,MAX_HOLD,120,10675.305022124676,778.5890985367479,10.675305022124675,767.9137935146232,0.0729336629654248
8,SHORT,0,115364.2,35,116377.7,STOP_LOSS,35,9500.0,-333.8384004743239,9.5,-343.3384004743239,-0.03514088426045515
8,SHORT,35,116377.7,155,115623.1,MAX_HOLD,120,9173.828519549392,237.93462152463545,9.173828519549392,228.76079300508604,0.025936240362199676
8,SHORT,155,115623.1,275,115566.7,MAX_HOLD,120,9391.151272904222,18.323706311001178,9.391151272904223,8.932555038096956,0.0019511671975585754
8,SHORT,275,115566.7,395,112846.2,MAX_HOLD,120,9399.637200190415,885.0893208205487,9.399637200190416,875.6896836203582,0.0941620726385715
8,SHORT,395,112846.2,474,113692.9,STOP_LOSS,79,10231.542399629754,-307.0744765802121,10.231542399629754,-317.30601897984184,-0.030012530328890015
8,SHORT,474,113692.9,594,113413.3,MAX_HOLD,120,9930.101681598904,97.68266726154287,9.930101681598904,87.75256557994398,0.009837025882882442
8,SHORT,594,113413.3,654,114274.4,STOP_LOSS,60,10013.46661889985,-304.11234328018224,10.013466618899852,-314.12580989908207,-0.030370335754271897
8,SHORT,654,114274.4,774,113804.8,MAX_HOLD,120,9715.047099495723,159.69232366735181,9.715047099495724,149.97727656785608,0.01643762732510488
8,SHORT,774,113804.8,894,112553.4,MAX_HOLD,120,9857.525512235186,433.57424031363166,9.857525512235187,423.71671480139645,0.043984085029805726
8,SHORT,894,112553.4,1008,113441.3,STOP_LOSS,114,10260.056391296512,-323.754025016828,10.260056391296512,-334.0140814081245,-0.03155479976615575
8,SHORT,1008,113441.3,1128,111962.5,MAX_HOLD,120,9942.743013958794,518.4471041513908,9.942743013958795,508.504361137432,0.05214326704648141
8,SHORT,1128,111962.5,1148,114116.1,STOP_LOSS,20,10425.822157039354,-802.1632456367092,10.425822157039354,-812.5890677937485,-0.07694004689070022
8,SHORT,1148,114116.1,1150,115158.5,STOP_LOSS,2,9653.862542635294,-352.7350238728093,9.653862542635293,-362.3888864154446,-0.03653822729658634
8,SHORT,1150,115158.5,1160,116365.7,STOP_LOSS,10,9309.59310054062,-390.3677380644107,9.30959310054062,-399.6773311649513,-0.041931772296443494
8,SHORT,1160,116365.7,1198,117353.4,STOP_LOSS,38,8929.899635933918,-303.18425001222545,8.929899635933918,-312.11414964815935,-0.033951585389852754
8,SHORT,1198,117353.4,1318,115737.2,MAX_HOLD,120,8633.391193768166,475.59889521285567,8.633391193768166,466.9655040190875,0.05508830592040783
8,SHORT,1318,115737.2,1438,114900.4,MAX_HOLD,120,9077.0084225863,262.5133716046437,9.0770084225863,253.4363631820574,0.028920692741832458
9,SHORT,0,115005.9,120,115373.4,MAX_HOLD,120,9500.0,-121.428552795987,9.5,-130.928552795987,-0.012781952925893368
9,SHORT,120,115373.4,240,114723.2,MAX_HOLD,120,9375.617874843812,211.3494702322518,9.375617874843812,201.973852357408,0.0225424577935641
9,SHORT,240,114723.2,360,112872.9,MAX_HOLD,120,9567.493034583349,617.2328652579287,9.567493034583348,607.6653722233453,0.0645135421606093
9,SHORT,360,112872.9,480,112362.4,MAX_HOLD,120,10144.775138195528,183.5305979752028,10.144775138195527,173.38582283700725,0.018091144995831594
9,SHORT,480,112362.4,600,112782.1,MAX_HOLD,120,10309.491669890685,-154.03350778741788,10.309491669890686,-164.34299945730857,-0.014940941097734176
9,SHORT,600,112782.1,720,109702.9,MAX_HOLD,120,10153.365820406243,1108.8370950423878,10.153365820406243,1098.6837292219816,0.10920881948465266
9,SHORT,720,109702.9,840,109691.1,MAX_HOLD,120,11197.115363167126,4.817592289182574,11.197115363167127,-6.3795230739845525,0.00043025298328442946
9,SHORT,840,109691.1,845,110601.4,STOP_LOSS,5,11191.05481624684,-371.4874661382507,11.19105481624684,-382.6785209544975,-0.03319503587802432
9,SHORT,845,110601.4,955,111544.0,STOP_LOSS,110,10827.510221340068,-369.1096544758099,10.827510221340068,-379.93716469714997,-0.03408998439441113
9,SHORT,955,111544.0,1075,110691.0,MAX_HOLD,120,10466.569914877775,320.16008525391743,10.466569914877775,309.69351533903966,0.03058882593416051
9,SHORT,1075,110691.0,1145,111670.9,STOP_LOSS,70,10760.778754449862,-381.0422564250158,10.760778754449863,-391.80303517946567,-0.03541028629247162
9,SHORT,1145,111670.9,1154,112521.6,STOP_LOSS,9,10388.56587102937,-316.55706138250184,10.388565871029371,-326.9456272535312,-0.030471680625839378
9,SHORT,1154,112521.6,1274,110830.2,MAX_HOLD,120,10077.967525138514,605.9591855081823,10.077967525138515,595.8812179830437,0.06012712225919321
9,SHORT,1274,110830.2,1305,111730.3,STOP_LOSS,31,10644.054682222406,-345.7798910213444,10.644054682222405,-356.4239457035668,-0.0324857304236573
9,SHORT,1305,111730.3,1324,112746.1,STOP_LOSS,19,10305.451933804017,-374.7695325031133,10.305451933804017,-385.0749844369173,-0.036366142398257334
10,SHORT,0,112799.6,120,112330.0,MAX_HOLD,120,9500.0,158.19914255015283,9.5,148.69914255015283,0.01665254132106872
10,SHORT,120,112330.0,240,109865.7,MAX_HOLD,120,9641.264185422644,846.0417460032779,9.641264185422644,836.4004818178553,0.08775215881776918
10,SHORT,240,109865.7,266,110719.3,STOP_LOSS,26,10435.844643149607,-324.32458856194665,10.435844643149608,-334.76043320509626,-0.031077943343555115
10,SHORT,266,110719.3,386,108344.5,MAX_HOLD,120,10117.822231604765,868.0619995110166,10.117822231604766,857.9441772794117,0.08579534010782232
10,SHORT,386,108344.5,506,108549.9,MAX_HOLD,120,10932.869200020208,-82.90633428310942,10.932869200020209,-93.83920348312962,-0.007583218345185743
10,SHORT,506,108549.9,626,108604.1,MAX_HOLD,120,10843.721956711233,-21.657495034223896,10.843721956711233,-32.50121699093513,-0.001997238136562508
10,SHORT,626,108604.1,746,108823.2,MAX_HOLD,120,10812.845800569845,-87.25617227728083,10.812845800569844,-98.06901807785067,-0.008069676927482158
10,SHORT,746,108823.2,866,108405.5,MAX_HOLD,120,10719.680233395886,164.58293575228188,10.719680233395886,153.863255518886,0.015353343772283744
10,SHORT,866,108405.5,986,107728.4,MAX_HOLD,120,10865.850326138827,271.47210264529616,10.865850326138828,260.6062523191573,0.02498397221543209
10,SHORT,986,107728.4,1070,108759.5,STOP_LOSS,84,11113.426265842027,-425.4794027465285,11.113426265842026,-436.5928290123705,-0.03828516899907567
10,SHORT,1070,108759.5,1076,109636.6,STOP_LOSS,6,10698.663078280275,-345.1210197163353,10.698663078280275,-355.8196827946156,-0.0322583314561029
10,SHORT,1076,109636.6,1196,108988.0,MAX_HOLD,120,10360.634379625391,245.17022449164196,10.360634379625392,234.80959011201656,0.023663630575921024
10,SHORT,1196,108988.0,1303,110209.8,STOP_LOSS,107,10583.703490231806,-474.59055765277833,10.583703490231807,-485.17426114301014,-0.04484163394135145
10,SHORT,1303,110209.8,1423,108746.7,MAX_HOLD,120,10122.787942145946,537.5438858669118,10.122787942145946,527.4210979247658,0.053102355688877244
11,SHORT,0,111152.5,120,111509.8,MAX_HOLD,120,9500.0,-122.15109871572939,9.5,-131.6510987157294,-0.01285801039112941
11,SHORT,120,111509.8,240,111360.0,MAX_HOLD,120,9374.931456220058,50.37636986674864,9.374931456220057,41.00143841052858,0.005373518740057032
11,SHORT,240,111360.0,292,112422.1,STOP_LOSS,52,9413.88282271006,-359.14098225576186,9.413882822710061,-368.5548650784719,-0.03815014367816113
11,SHORT,292,112422.1,412,112015.0,MAX_HOLD,120,9063.755700885511,131.2857506070619,9.063755700885512,122.2219949061764,0.014484696514297662
11,SHORT,412,112015.0,532,110870.2,MAX_HOLD,120,9179.866596046379,375.2751427631628,9.179866596046379,366.0952761671164,0.040880239253671485
11,SHORT,532,110870.2,652,110240.2,MAX_HOLD,120,9527.65710840514,216.55680167602253,9.527657108405139,207.02914456761738,0.022729281628426756
11,SHORT,652,110240.2,679,111448.9,STOP_LOSS,27,9724.334795744377,-426.47975847707824,9.724334795744376,-436.2040932728226,-0.043856959620900436
11,SHORT,679,111448.9,778,112305.9,STOP_LOSS,99,9309.940907135195,-286.35973463766305,9.309940907135195,-295.6696755447982,-0.030758491111172924
11,SHORT,778,112305.9,846,113207.5,STOP_LOSS,68,9029.054715367636,-289.94365323195,9.029054715367636,-298.97270794731764,-0.032112293298927515
11,SHORT,846,113207.5,966,110835.9,MAX_HOLD,120,8745.030642817685,732.8035570967107,8.745030642817685,724.058526453893,0.0837965682485703
11,SHORT,966,110835.9,1086,110907.4,MAX_HOLD,120,9432.886242948884,-24.340538268587895,9.432886242948884,-33.77342451153678,-0.0025803913713877908
11,SHORT,1086,110907.4,1206,110196.6,MAX_HOLD,120,9400.801489662923,240.9970731926741,9.400801489662923,231.59627170301118,0.02563580067696072
11,SHORT,1206,110196.6,1326,110521.1,MAX_HOLD,120,9620.817947780783,-113.32311247551608,9.620817947780782,-122.94393042329686,-0.011778947807827102
12,SHORT,0,111120.5,120,111035.4,MAX_HOLD,120,9500.0,29.101740902895695,9.5,19.601740902895695,0.003063341147673231
12,SHORT,120,111035.4,226,111927.0,STOP_LOSS,106,9518.62165385775,-305.7332370245751,9.51862165385775,-315.2518586784328,-0.032119486217909096
12,SHORT,226,111927.0,300,112796.6,STOP_LOSS,74,9219.132388113238,-286.50665253972056,9.219132388113238,-295.7257849278338,-0.031077398661627877
12,SHORT,300,112796.6,420,111388.4,MAX_HOLD,120,8938.192892431796,446.3525755607016,8.938192892431797,437.4143826682698,0.04993767542638738
12,SHORT,420,111388.4,476,112430.2,STOP_LOSS,56,9353.736555966652,-349.93671671398766,9.353736555966652,-359.2904532699543,-0.037411436020267926
12,SHORT,476,112430.2,596,110959.9,MAX_HOLD,120,9012.410625360197,471.43729504944844,9.012410625360197,462.42488442408825,0.05230978865109207
12,SHORT,596,110959.9,716,111189.8,MAX_HOLD,120,9451.71426556308,-78.33277101558436,9.45171426556308,-87.78448528114744,-0.008287678701945793
12,SHORT,716,111189.8,781,112187.7,STOP_LOSS,65,9368.31900454599,-336.31306233616357,9.36831900454599,-345.68138134070955,-0.035898976344952295
12,SHORT,781,112187.7,842,113295.1,STOP_LOSS,61,9039.921692272317,-356.9307252763875,9.039921692272317,-365.9706469686598,-0.03948382933244941
12,SHORT,842,113295.1,857,114200.5,STOP_LOSS,15,8692.249577652088,-277.85712771712633,8.692249577652088,-286.5493772947784,-0.031966077968067254
12,SHORT,857,114200.5,977,113907.1,MAX_HOLD,120,8420.02766922205,86.52978290461778,8.420027669222051,78.10975523539572,0.010276662536503577
12,SHORT,977,113907.1,1097,113829.5,MAX_HOLD,120,8494.231936695676,23.14701711439002,8.494231936695677,14.652785177694344,0.0027250276760625394
12,SHORT,1097,113829.5,1217,114359.0,MAX_HOLD,120,8508.152082614484,-158.30927932546024,8.508152082614485,-166.81743140807473,-0.01860677592364018
12,SHORT,1217,114359.0,1258,115328.3,STOP_LOSS,41,8349.675522776814,-283.0853884426268,8.349675522776813,-291.43506396540363,-0.03390375921440387
12,SHORT,1258,115328.3,1277,116215.4,STOP_LOSS,19,8072.81221200968,-248.38280676204246,8.07281221200968,-256.45561897405213,-0.03076781674575941
12,SHORT,1277,116215.4,1397,114956.7,MAX_HOLD,120,7829.17937398433,339.18355323077844,7.82917937398433,331.3543738567941,0.04332300194294378
13,SHORT,0,115240.8,49,116144.8,STOP_LOSS,49,9500.0,-298.0888713025248,9.5,-307.5888713025248,-0.03137777592658156
13,SHORT,49,116144.8,169,115713.2,MAX_HOLD,120,9207.7905722626,136.86647739678716,9.207790572262601,127.65868682452457,0.01486420399363573
13,SHORT,169,115713.2,289,115854.4,MAX_HOLD,120,9329.0663247459,-45.53548480394956,9.3290663247459,-54.86455112869546,-0.004881033451671792
13,SHORT,289,115854.4,409,115945.2,MAX_HOLD,120,9276.945001173639,-29.082938795819352,9.276945001173639,-38.35988379699299,-0.003134969409880088
13,SHORT,409,115945.2,529,115904.0,MAX_HOLD,120,9240.503111566495,13.134091905366077,9.240503111566495,3.893588793799582,0.0014213611257731097
13,SHORT,529,115904.0,649,115636.8,MAX_HOLD,120,9244.202020920604,85.24471217524705,9.244202020920604,76.00051015432643,0.009221424627277647
13,SHORT,649,115636.8,765,116705.9,STOP_LOSS,116,9316.402505567214,-344.53274108940496,9.316402505567213,-353.8491435949722,-0.036981306988778356
13,SHORT,765,116705.9,885,114733.7,MAX_HOLD,120,8980.245819151989,607.0246938511773,8.980245819151989,598.0444480320253,0.06759555429502698
13,SHORT,885,114733.7,1005,115052.6,MAX_HOLD,120,9548.388044782414,-106.1582062630664,9.548388044782413,-115.70659430784882,-0.011117919146685194
13,SHORT,1005,115052.6,1054,115959.0,STOP_LOSS,49,9438.466780189958,-297.4300898741662,9.438466780189957,-306.86855665435615,-0.03151254295861177
13,SHORT,1054,115959.0,1174,115723.1,MAX_HOLD,120,9146.94165136832,74.43194700049962,9.146941651368321,65.2850053491313,0.008137358894091676
13,SHORT,1174,115723.1,1187,116603.8,STOP_LOSS,13,9208.962406449995,-280.3358427612286,9.208962406449995,-289.5448051676786,-0.030441631791751068
