open,high,low,close,volume,timestamp
125161.2,125190.9,125157.2,125158.1,20.7076,2025-10-06 20:55:00
125158.1,125228.8,125123.8,125124.0,62.7543,2025-10-06 21:00:00
125123.8,125124.0,125075.4,125083.7,62.2168,2025-10-06 21:05:00
125083.5,125103.6,124999.6,125005.2,92.6918,2025-10-06 21:10:00
125005.0,125012.1,124797.8,124844.1,175.2215,2025-10-06 21:15:00
124843.9,124886.5,124458.4,124715.7,405.3223,2025-10-06 21:20:00
124715.9,124978.9,124693.5,124748.8,104.4038,2025-10-06 21:25:00
124748.8,124883.5,124580.6,124580.8,152.5069,2025-10-06 21:30:00
124580.6,124957.1,124575.5,124879.2,165.6698,2025-10-06 21:35:00
124879.4,124967.1,124850.4,124962.1,101.5203,2025-10-06 21:40:00
124962.1,124962.3,124886.9,124889.0,41.0623,2025-10-06 21:45:00
124889.0,124889.0,124837.2,124837.4,40.8639,2025-10-06 21:50:00
124837.4,125062.2,124837.2,125062.0,116.5934,2025-10-06 21:55:00
125062.0,125238.9,125036.9,125179.3,73.3409,2025-10-06 22:00:00
125179.3,125179.3,124935.9,125022.2,64.6429,2025-10-06 22:05:00
125022.2,125132.8,125014.0,125101.6,94.6966,2025-10-06 22:10:00
125101.8,125214.3,125063.1,125205.0,60.9368,2025-10-06 22:15:00
125205.0,125230.5,125105.3,125121.9,105.4513,2025-10-06 22:20:00
125122.1,125140.7,125081.5,125122.7,88.0737,2025-10-06 22:25:00
125122.5,125129.0,124948.4,124968.7,185.0607,2025-10-06 22:30:00
124968.7,125004.2,124807.7,124840.7,132.7795,2025-10-06 22:35:00
124826.9,124867.6,124725.0,124847.7,165.2096,2025-10-06 22:40:00
124847.5,124963.9,124847.5,124885.9,26.6069,2025-10-06 22:45:00
124885.7,125067.1,124836.8,125016.2,58.5046,2025-10-06 22:50:00
125016.2,125053.3,124934.2,124990.3,194.143,2025-10-06 22:55:00
124990.3,125050.2,124937.5,124939.9,74.6227,2025-10-06 23:00:00
124939.7,124939.9,124819.7,124890.9,97.9675,2025-10-06 23:05:00
124891.2,124909.0,124809.6,124809.7,37.0247,2025-10-06 23:10:00
124809.9,124820.8,124724.2,124782.8,114.4208,2025-10-06 23:15:00
124782.6,124782.6,124633.6,124682.1,116.9264,2025-10-06 23:20:00
124694.1,124817.4,124682.8,124800.2,121.2561,2025-10-06 23:25:00
124785.6,124843.2,124725.5,124747.5,135.4085,2025-10-06 23:30:00
124747.5,124780.6,124693.8,124721.9,137.8081,2025-10-06 23:35:00
124721.9,124791.7,124705.4,124716.5,77.4227,2025-10-06 23:40:00
124716.2,124728.3,124613.0,124723.6,57.4121,2025-10-06 23:45:00
124723.4,124728.7,124640.5,124696.0,66.7518,2025-10-06 23:50:00
124696.0,124713.8,124584.2,124606.3,183.3621,2025-10-06 23:55:00
124613.7,124742.5,124583.0,124625.8,167.4877,2025-10-07 00:00:00
124626.0,124765.3,124618.7,124682.2,110.5417,2025-10-07 00:05:00
124682.2,124812.5,124631.3,124707.2,120.8104,2025-10-07 00:10:00
124707.2,124784.1,124656.1,124781.6,99.765,2025-10-07 00:15:00
124781.6,124799.0,124573.5,124602.9,100.1994,2025-10-07 00:20:00
124602.9,124688.8,124597.3,124634.9,40.0795,2025-10-07 00:25:00
124634.7,124701.2,124535.5,124646.1,111.844,2025-10-07 00:30:00
124639.7,124691.0,124581.4,124583.9,27.7104,2025-10-07 00:35:00
124583.9,124829.4,124583.7,124829.4,57.403,2025-10-07 00:40:00
124829.4,124873.2,124713.2,124814.4,72.6873,2025-10-07 00:45:00
124814.2,124894.8,124783.3,124851.7,83.7911,2025-10-07 00:50:00
124851.5,124857.1,124839.9,124839.9,56.2101,2025-10-07 00:55:00
124839.9,124943.5,124816.6,124903.1,88.0923,2025-10-07 01:00:00
124903.1,124942.4,124858.5,124940.6,171.4982,2025-10-07 01:05:00
124940.6,125040.8,124843.3,124843.6,141.5022,2025-10-07 01:10:00
124843.8,124843.8,124554.5,124554.5,88.7275,2025-10-07 01:15:00
124554.7,124555.4,124384.5,124502.5,318.8973,2025-10-07 01:20:00
124502.5,124663.8,124428.8,124653.0,119.5191,2025-10-07 01:25:00
124653.0,124683.3,124485.1,124527.2,266.9708,2025-10-07 01:30:00
124527.2,124629.3,124506.8,124607.8,26.4276,2025-10-07 01:35:00
124607.8,124752.3,124607.6,124742.1,128.8049,2025-10-07 01:40:00
124742.1,124744.5,124518.7,124562.0,204.3075,2025-10-07 01:45:00
124561.8,124579.8,124515.7,124560.3,26.5055,2025-10-07 01:50:00
124560.1,124654.7,124558.7,124653.5,43.3202,2025-10-07 01:55:00
124653.7,124653.7,124519.4,124588.5,140.9094,2025-10-07 02:00:00
124588.7,124618.2,124513.3,124539.1,48.475,2025-10-07 02:05:00
124538.9,124621.3,124508.3,124519.6,44.9145,2025-10-07 02:10:00
124519.6,124556.2,124443.1,124459.4,183.9659,2025-10-07 02:15:00
124459.6,124459.6,124073.3,124421.6,352.4155,2025-10-07 02:20:00
124421.6,124533.4,124415.9,124502.7,57.0029,2025-10-07 02:25:00
124502.7,124544.3,124482.6,124487.5,27.7822,2025-10-07 02:30:00
124487.5,124487.5,124342.6,124403.0,70.122,2025-10-07 02:35:00
124403.0,124430.5,124330.3,124403.4,47.4251,2025-10-07 02:40:00
124403.4,124490.8,124366.6,124369.0,52.9458,2025-10-07 02:45:00
124369.2,124463.5,124341.6,124344.7,34.7393,2025-10-07 02:50:00
124344.5,124354.9,124195.2,124196.0,113.9949,2025-10-07 02:55:00
124196.0,124355.3,124140.2,124355.1,44.4719,2025-10-07 03:00:00
124355.3,124355.3,124231.2,124315.1,51.8436,2025-10-07 03:05:00
124315.1,124512.5,124315.1,124420.0,60.9761,2025-10-07 03:10:00
124420.0,124420.0,124220.7,124305.4,98.292,2025-10-07 03:15:00
124305.4,124350.1,124118.0,124142.2,168.4039,2025-10-07 03:20:00
124142.2,124208.6,124072.0,124100.0,256.5204,2025-10-07 03:25:00
124100.0,124169.7,124038.9,124117.9,110.5277,2025-10-07 03:30:00
124117.7,124247.6,124117.3,124184.0,60.9016,2025-10-07 03:35:00
124184.0,124231.8,124171.2,124219.3,110.9201,2025-10-07 03:40:00
124219.3,124265.7,124190.5,124190.7,73.8026,2025-10-07 03:45:00
124190.7,124258.5,124182.5,124241.0,76.5979,2025-10-07 03:50:00
124241.2,124281.1,124236.5,124264.2,57.4776,2025-10-07 03:55:00
124264.4,124264.4,124134.0,124207.6,69.8959,2025-10-07 04:00:00
124207.4,124223.8,124117.1,124136.7,76.7998,2025-10-07 04:05:00
124135.6,124191.3,124030.0,124115.9,64.8134,2025-10-07 04:10:00
124115.7,124126.2,124044.0,124072.4,72.8501,2025-10-07 04:15:00
124072.2,124206.0,124040.9,124192.4,148.0619,2025-10-07 04:20:00
124192.4,124363.4,124169.0,124363.2,194.8175,2025-10-07 04:25:00
124363.4,124465.6,124332.7,124447.0,179.2569,2025-10-07 04:30:00
124447.0,124609.7,124447.0,124554.9,246.4104,2025-10-07 04:35:00
124555.1,124576.8,124476.0,124538.5,83.156,2025-10-07 04:40:00
124536.1,124540.4,124433.7,124478.9,155.9965,2025-10-07 04:45:00
124479.1,124548.4,124451.5,124489.9,137.2103,2025-10-07 04:50:00
124489.7,124521.9,124430.3,124432.7,88.6695,2025-10-07 04:55:00
124432.7,124464.5,124285.6,124296.7,177.0343,2025-10-07 05:00:00
124296.5,124423.4,124175.9,124388.8,105.0391,2025-10-07 05:05:00
124388.8,124467.1,124387.7,124405.6,46.4186,2025-10-07 05:10:00
124405.4,124405.6,124303.0,124308.5,62.9336,2025-10-07 05:15:00
124308.7,124442.1,124308.5,124400.7,63.7932,2025-10-07 05:20:00
124400.5,124524.9,124385.2,124417.1,84.0873,2025-10-07 05:25:00
124417.3,124450.6,124356.2,124425.4,125.9385,2025-10-07 05:30:00
124425.2,124521.2,124412.0,124521.0,94.934,2025-10-07 05:35:00
124521.2,124579.5,124457.3,124468.0,75.2677,2025-10-07 05:40:00
124468.0,124500.1,124332.5,124332.5,81.7769,2025-10-07 05:45:00
124332.7,124373.4,124223.5,124286.0,118.37,2025-10-07 05:50:00
124286.0,124344.6,124241.4,124342.2,105.8408,2025-10-07 05:55:00
124342.2,124411.7,124322.6,124349.8,119.1165,2025-10-07 06:00:00
124349.8,124402.7,124279.9,124397.2,138.9055,2025-10-07 06:05:00
124397.4,124397.4,124233.2,124233.2,103.746,2025-10-07 06:10:00
124233.2,124284.5,124164.2,124172.0,97.5279,2025-10-07 06:15:00
124172.0,124218.4,124005.6,124027.6,296.8872,2025-10-07 06:20:00
124027.0,124027.0,123820.1,123830.7,628.2018,2025-10-07 06:25:00
123830.9,123946.5,123807.0,123936.6,201.6337,2025-10-07 06:30:00
123936.4,123954.2,123727.6,123893.1,228.118,2025-10-07 06:35:00
123893.3,123893.3,123730.4,123803.5,117.2443,2025-10-07 06:40:00
123803.5,123922.5,123748.3,123909.1,247.1096,2025-10-07 06:45:00
123909.1,123963.0,123825.6,123897.0,248.5428,2025-10-07 06:50:00
123897.0,123913.0,123827.4,123841.2,178.7237,2025-10-07 06:55:00
123842.8,123914.4,123806.7,123914.4,168.326,2025-10-07 07:00:00
123914.2,124003.6,123842.7,123846.8,218.8807,2025-10-07 07:05:00
123847.0,123896.3,123750.4,123769.8,262.6244,2025-10-07 07:10:00
123770.0,123780.5,123571.0,123728.4,347.358,2025-10-07 07:15:00
123728.4,123816.4,123668.8,123741.8,91.3086,2025-10-07 07:20:00
123741.6,123815.4,123695.6,123815.2,92.1933,2025-10-07 07:25:00
123815.2,123815.4,123702.6,123730.9,154.346,2025-10-07 07:30:00
123730.7,123730.9,123586.8,123626.6,138.9495,2025-10-07 07:35:00
123626.8,123690.8,123501.8,123641.0,195.103,2025-10-07 07:40:00
123641.0,123656.6,123568.6,123621.8,350.1076,2025-10-07 07:45:00
123621.8,123654.2,123564.8,123650.0,249.8143,2025-10-07 07:50:00
123650.2,123658.3,123513.9,123625.3,218.6269,2025-10-07 07:55:00
123625.3,123628.5,123497.9,123538.8,207.4905,2025-10-07 08:00:00
123538.8,123634.6,123456.5,123631.3,100.2248,2025-10-07 08:05:00
123631.3,123658.8,123461.5,123504.2,279.4921,2025-10-07 08:10:00
123504.0,123583.4,123400.9,123400.9,124.8907,2025-10-07 08:15:00
123400.9,123475.3,123271.7,123449.9,390.4986,2025-10-07 08:20:00
123449.9,123676.8,123449.9,123599.6,247.4888,2025-10-07 08:25:00
123599.4,123625.4,123381.9,123381.9,109.8962,2025-10-07 08:30:00
123382.1,123680.8,123381.9,123680.6,94.8259,2025-10-07 08:35:00
123680.8,123806.4,123653.6,123765.7,301.0398,2025-10-07 08:40:00
123765.7,123839.3,123704.9,123811.1,175.5034,2025-10-07 08:45:00
123811.3,123943.2,123765.5,123900.3,131.4304,2025-10-07 08:50:00
123900.3,123910.1,123760.2,123807.7,165.9458,2025-10-07 08:55:00
123807.9,123945.1,123794.5,123911.8,140.3385,2025-10-07 09:00:00
123911.8,123963.0,123906.0,123955.9,60.7558,2025-10-07 09:05:00
123955.7,124127.1,123927.3,124059.3,295.921,2025-10-07 09:10:00
124059.1,124121.8,123958.3,123961.8,184.8257,2025-10-07 09:15:00
123961.6,124057.0,123942.2,123997.8,157.7312,2025-10-07 09:20:00
123997.8,124062.4,123969.8,124045.8,74.9285,2025-10-07 09:25:00
124045.8,124161.7,124036.1,124087.6,110.5239,2025-10-07 09:30:00
124087.6,124191.1,124036.4,124071.3,99.617,2025-10-07 09:35:00
124071.3,124081.0,124021.0,124021.2,29.075,2025-10-07 09:40:00
124021.2,124077.3,124016.5,124071.8,33.2111,2025-10-07 09:45:00
124071.6,124131.9,124048.2,124126.2,52.5561,2025-10-07 09:50:00
124126.2,124152.0,124044.3,124044.3,68.8013,2025-10-07 09:55:00
124043.2,124064.9,123950.7,123999.5,89.1692,2025-10-07 10:00:00
123999.5,124128.6,123965.1,124127.0,122.7318,2025-10-07 10:05:00
124127.0,124301.4,124120.1,124273.3,97.9222,2025-10-07 10:10:00
124273.5,124273.5,124167.4,124273.2,118.9373,2025-10-07 10:15:00
124273.2,124354.6,124202.4,124210.5,139.9921,2025-10-07 10:20:00
124210.5,124264.6,124189.4,124215.6,97.615,2025-10-07 10:25:00
124215.6,124327.7,124161.6,124314.7,117.5674,2025-10-07 10:30:00
124314.5,124316.7,124233.0,124233.0,43.9437,2025-10-07 10:35:00
124233.0,124258.3,124162.1,124237.1,45.4076,2025-10-07 10:40:00
124236.9,124263.9,124172.0,124253.9,91.0424,2025-10-07 10:45:00
124253.9,124294.9,124188.9,124207.3,38.1803,2025-10-07 10:50:00
124207.3,124227.9,124196.6,124221.3,46.0509,2025-10-07 10:55:00
124221.5,124227.6,124113.9,124194.1,58.0667,2025-10-07 11:00:00
124194.3,124260.4,124194.1,124227.5,27.9443,2025-10-07 11:05:00
124227.5,124238.7,124114.6,124132.5,65.8826,2025-10-07 11:10:00
124132.5,124253.3,124118.4,124225.6,165.9055,2025-10-07 11:15:00
124225.6,124334.0,124223.6,124241.4,82.0457,2025-10-07 11:20:00
124241.4,124340.4,124240.3,124317.5,101.3318,2025-10-07 11:25:00
124317.5,124428.5,124317.5,124395.1,152.817,2025-10-07 11:30:00
124395.1,124434.2,124194.0,124266.6,155.1864,2025-10-07 11:35:00
124266.4,124366.4,124265.5,124310.2,153.8401,2025-10-07 11:40:00
124310.2,124470.7,124294.9,124390.6,261.5595,2025-10-07 11:45:00
124390.8,124447.9,124358.2,124436.6,151.1757,2025-10-07 11:50:00
124436.4,124451.9,124363.6,124393.1,137.2748,2025-10-07 11:55:00
124392.9,124393.0,124344.0,124379.2,79.0737,2025-10-07 12:00:00
124379.2,124461.4,124347.7,124434.5,98.5112,2025-10-07 12:05:00
124434.7,124453.2,124356.3,124374.4,152.7074,2025-10-07 12:10:00
124374.4,124398.5,124298.4,124397.6,140.7414,2025-10-07 12:15:00
124397.6,124434.5,124353.6,124356.5,190.5916,2025-10-07 12:20:00
124356.7,124382.4,124320.8,124379.9,136.0888,2025-10-07 12:25:00
124379.7,124442.2,124258.8,124408.5,221.592,2025-10-07 12:30:00
124410.2,124538.1,124371.6,124508.2,169.9344,2025-10-07 12:35:00
124506.4,124546.6,124452.7,124536.0,128.2906,2025-10-07 12:40:00
124536.2,124883.3,124536.0,124860.1,418.2875,2025-10-07 12:45:00
124862.4,124872.5,124764.8,124872.3,141.9275,2025-10-07 12:50:00
124872.3,125097.2,124844.2,124866.5,515.6611,2025-10-07 12:55:00
124868.1,125009.5,124721.1,124766.5,180.8995,2025-10-07 13:00:00
124766.3,124826.7,124676.3,124777.7,222.6715,2025-10-07 13:05:00
124777.5,124838.6,124681.7,124684.2,122.0862,2025-10-07 13:10:00
124684.4,124684.4,124566.1,124598.0,190.3418,2025-10-07 13:15:00
124602.2,124718.5,124595.6,124626.9,95.833,2025-10-07 13:20:00
124626.7,124774.7,124610.9,124760.4,130.0865,2025-10-07 13:25:00
124760.2,124763.4,124446.7,124607.8,184.8617,2025-10-07 13:30:00
124607.8,124699.0,124160.1,124273.9,354.0062,2025-10-07 13:35:00
124272.4,124305.8,123573.4,123741.7,831.5958,2025-10-07 13:40:00
123737.9,123737.9,123328.7,123613.5,726.4237,2025-10-07 13:45:00
123615.3,123746.5,123459.1,123532.7,358.7398,2025-10-07 13:50:00
123533.4,123910.0,123520.0,123836.5,406.5292,2025-10-07 13:55:00
123836.5,123945.4,123336.0,123358.8,476.04,2025-10-07 14:00:00
123361.0,123472.8,122933.7,123068.6,734.3007,2025-10-07 14:05:00
123057.2,123057.2,122698.6,122791.6,761.0353,2025-10-07 14:10:00
122791.6,123015.7,122737.9,122963.4,324.246,2025-10-07 14:15:00
122963.4,123289.3,122925.0,123085.7,377.9584,2025-10-07 14:20:00
123082.3,123097.6,122806.1,122854.2,198.3849,2025-10-07 14:25:00
122854.0,123002.2,122668.1,122976.2,183.7402,2025-10-07 14:30:00
122976.2,122982.9,122591.5,122685.6,388.3567,2025-10-07 14:35:00
122685.4,122787.1,122534.8,122779.2,265.9717,2025-10-07 14:40:00
122779.0,122949.4,122732.8,122793.5,258.5117,2025-10-07 14:45:00
122793.5,122793.5,122533.6,122633.8,280.5456,2025-10-07 14:50:00
122633.8,122758.1,122550.3,122699.9,379.1418,2025-10-07 14:55:00
122700.1,122835.3,122522.1,122592.8,310.79,2025-10-07 15:00:00
122592.6,122592.8,121686.4,121752.1,1404.3228,2025-10-07 15:05:00
121748.1,122220.5,121660.2,121915.0,649.9014,2025-10-07 15:10:00
121915.0,122319.6,121813.9,122142.0,383.1249,2025-10-07 15:15:00
122142.0,122348.6,122119.8,122286.3,257.2157,2025-10-07 15:20:00
122286.3,122304.1,122031.0,122047.1,242.1157,2025-10-07 15:25:00
122047.1,122120.6,121821.0,121846.7,351.1266,2025-10-07 15:30:00
121846.7,121926.7,121373.5,121492.6,705.789,2025-10-07 15:35:00
121495.0,121891.3,121127.1,121664.5,1297.4059,2025-10-07 15:40:00
121664.3,121729.7,121335.8,121497.9,540.3091,2025-10-07 15:45:00
121492.8,121595.7,121303.8,121439.1,364.8055,2025-10-07 15:50:00
121435.3,121875.7,121394.0,121803.3,352.5247,2025-10-07 15:55:00
121803.3,121838.0,121663.9,121697.6,329.1988,2025-10-07 16:00:00
121697.4,121715.8,121387.8,121622.3,506.3954,2025-10-07 16:05:00
121622.3,121693.2,121468.3,121515.8,426.7084,2025-10-07 16:10:00
121515.8,121635.8,121483.8,121564.3,426.6791,2025-10-07 16:15:00
121564.3,121564.3,120909.0,120997.4,912.0242,2025-10-07 16:20:00
120997.2,121272.0,120755.6,121117.4,1347.6802,2025-10-07 16:25:00
121117.6,121528.3,121105.0,121472.1,397.527,2025-10-07 16:30:00
121471.9,121808.1,121471.9,121752.4,397.1669,2025-10-07 16:35:00
121757.4,121825.3,121656.9,121738.3,404.8548,2025-10-07 16:40:00
121738.3,122030.0,121692.9,122028.8,575.6118,2025-10-07 16:45:00
122028.6,122070.1,121839.1,121872.2,272.5103,2025-10-07 16:50:00
121872.2,121872.4,121587.8,121656.2,330.1663,2025-10-07 16:55:00
121656.4,121799.5,121593.9,121714.2,214.1471,2025-10-07 17:00:00
121712.5,121741.7,121497.2,121529.8,196.9031,2025-10-07 17:05:00
121535.0,121588.2,121289.0,121443.4,397.3033,2025-10-07 17:10:00
121445.0,121533.3,121230.1,121266.6,256.2696,2025-10-07 17:15:00
121265.4,121386.8,121227.1,121323.5,212.0827,2025-10-07 17:20:00
121323.5,121405.7,121177.1,121273.9,215.8915,2025-10-07 17:25:00
121273.9,121411.3,121263.7,121383.0,210.433,2025-10-07 17:30:00
121383.0,121383.0,121130.0,121285.2,150.8831,2025-10-07 17:35:00
121284.6,121394.7,121251.3,121376.7,243.0507,2025-10-07 17:40:00
121376.7,121589.2,121376.7,121452.0,305.0916,2025-10-07 17:45:00
121452.2,121452.2,121107.5,121131.1,140.8665,2025-10-07 17:50:00
121130.9,121242.5,121054.1,121095.4,182.9982,2025-10-07 17:55:00
121095.4,121120.5,120847.4,120925.9,289.6281,2025-10-07 18:00:00
120925.7,121121.9,120820.9,121063.6,569.6743,2025-10-07 18:05:00
121063.6,121277.1,121050.6,121146.6,181.4297,2025-10-07 18:10:00
121146.4,121210.5,120918.2,120998.3,342.0945,2025-10-07 18:15:00
121000.9,121005.4,120807.3,120835.9,275.7042,2025-10-07 18:20:00
120836.1,120856.5,120527.2,120711.7,581.8316,2025-10-07 18:25:00
120713.3,120890.4,120666.4,120772.6,242.3912,2025-10-07 18:30:00
120772.6,120812.6,120639.3,120661.8,232.5618,2025-10-07 18:35:00
120661.8,120791.6,120568.6,120754.7,219.5681,2025-10-07 18:40:00
120754.7,120872.4,120726.8,120836.7,118.7398,2025-10-07 18:45:00
120836.5,120957.8,120736.4,120796.0,168.26,2025-10-07 18:50:00
120795.8,120919.1,120764.8,120849.2,178.3889,2025-10-07 18:55:00
120849.2,121311.4,120789.0,121200.3,350.1659,2025-10-07 19:00:00
121200.3,121528.8,121186.6,121482.4,270.0489,2025-10-07 19:05:00
121482.6,121482.6,121334.8,121387.6,200.9791,2025-10-07 19:10:00
121387.4,121560.9,121350.3,121370.2,251.0799,2025-10-07 19:15:00
121370.4,121386.4,121283.0,121343.1,95.7221,2025-10-07 19:20:00
121343.1,121343.1,121158.6,121220.6,94.8729,2025-10-07 19:25:00
121220.4,121452.6,121216.4,121439.9,147.0657,2025-10-07 19:30:00
121439.9,121501.0,121375.7,121409.1,322.8739,2025-10-07 19:35:00
121408.9,121511.1,121298.8,121327.3,457.1488,2025-10-07 19:40:00
121327.1,121534.3,121261.5,121534.1,118.1933,2025-10-07 19:45:00
121534.1,121966.5,121534.1,121701.1,433.3554,2025-10-07 19:50:00
121701.3,121782.5,121517.0,121597.2,420.3909,2025-10-07 19:55:00
121598.6,121998.2,121598.4,121998.2,188.7117,2025-10-07 20:00:00
121998.6,122055.0,121923.2,122035.2,152.1168,2025-10-07 20:05:00
122035.0,122111.1,121936.8,121993.1,284.5572,2025-10-07 20:10:00
121992.9,122043.2,121901.3,121979.1,120.9254,2025-10-07 20:15:00
121979.1,122102.8,121924.8,121993.8,188.6775,2025-10-07 20:20:00
121994.0,122146.9,121993.8,122142.9,64.22,2025-10-07 20:25:00
122142.9,122143.1,122106.9,122128.2,54.1306,2025-10-07 20:30:00
122128.0,122132.9,122019.7,122023.0,58.3814,2025-10-07 20:35:00
122023.2,122078.4,121985.2,122017.4,184.933,2025-10-07 20:40:00
122017.4,122149.5,122017.2,122149.3,99.3383,2025-10-07 20:45:00
122149.3,122149.3,122086.3,122103.3,42.5836,2025-10-07 20:50:00
122103.5,122103.5,121856.3,121882.9,146.0474,2025-10-07 20:55:00
121899.3,121968.9,121729.4,121939.5,207.2242,2025-10-07 21:00:00
121939.3,122115.4,121904.4,122101.4,49.1844,2025-10-07 21:05:00
122101.2,122131.0,121928.1,121931.3,84.4588,2025-10-07 21:10:00
121931.3,122125.2,121899.8,122107.5,107.2964,2025-10-07 21:15:00
122107.7,122107.7,122008.1,122095.2,66.6755,2025-10-07 21:20:00
122095.2,122242.7,122095.0,122190.5,345.9459,2025-10-07 21:25:00
122190.7,122226.7,121943.4,122069.3,54.5935,2025-10-07 21:30:00
122069.1,122069.3,121897.1,122007.4,55.5464,2025-10-07 21:35:00
122008.6,122016.8,121760.3,121981.3,81.6305,2025-10-07 21:40:00
121981.5,121981.5,121729.4,121774.4,99.7209,2025-10-07 21:45:00
121774.4,121812.1,121774.2,121806.8,46.7825,2025-10-07 21:50:00
121807.0,121969.5,121788.4,121960.6,51.173,2025-10-07 21:55:00
121960.6,121981.3,121844.2,121867.6,88.8395,2025-10-07 22:00:00
121868.8,121943.1,121777.2,121778.6,1154.3768,2025-10-07 22:05:00
121781.7,122007.6,121739.2,121979.4,99.5856,2025-10-07 22:10:00
121967.7,122132.6,121940.7,122035.8,54.376,2025-10-07 22:15:00
122035.8,122075.1,121913.8,121923.2,80.0469,2025-10-07 22:20:00
121923.4,121981.1,121828.8,121874.4,64.7158,2025-10-07 22:25:00
121877.6,122008.5,121877.6,121981.3,53.7321,2025-10-07 22:30:00
121981.5,121984.1,121767.7,121793.1,125.094,2025-10-07 22:35:00
121793.1,121914.1,121769.1,121882.3,250.7864,2025-10-07 22:40:00
121882.5,121907.3,121859.5,121897.1,84.742,2025-10-07 22:45:00
121891.3,121935.2,121862.9,121896.9,47.6647,2025-10-07 22:50:00
121896.9,121966.3,121889.8,121962.1,41.5014,2025-10-07 22:55:00
121961.9,121970.9,121809.8,121817.1,54.185,2025-10-07 23:00:00
121817.1,121922.6,121784.6,121784.6,60.6644,2025-10-07 23:05:00
121784.8,121792.6,121706.3,121748.1,58.1442,2025-10-07 23:10:00
121748.1,121809.0,121637.7,121661.6,64.6784,2025-10-07 23:15:00
121662.5,121717.6,121567.2,121567.4,98.868,2025-10-07 23:20:00
